r_cg,z_cg,ur_les,uz_les,yw,nut
3.126088555341e-02,-1.030822467585e+01,3.408000000000e-02,-2.941000000000e-02,2.499503828142e-02,5.401586058962e-04
9.378162001639e-02,-1.030782894229e+01,8.201000000000e-02,-2.700000000000e-02,2.502613598221e-02,5.900488326892e-04
1.562992436579e-01,-1.030707770011e+01,1.268100000000e-01,-2.571000000000e-02,2.504811884581e-02,6.590025109747e-04
2.188116838531e-01,-1.030597097347e+01,1.697600000000e-01,-2.305000000000e-02,2.506098749404e-02,7.400492828865e-04
2.813168681212e-01,-1.030450879866e+01,2.109400000000e-01,-1.974000000000e-02,2.506474284915e-02,8.267734380043e-04
3.438127228981e-01,-1.030269122403e+01,2.510500000000e-01,-1.600000000000e-02,2.505938611810e-02,9.114759072815e-04
4.062971757220e-01,-1.030051831004e+01,2.884500000000e-01,-1.208000000000e-02,2.504491898002e-02,9.896379544790e-04
4.687681542869e-01,-1.029799012923e+01,3.219700000000e-01,-7.240000000000e-03,2.502134310483e-02,1.059408559648e-03
5.312900999719e-01,-1.029506289800e+01,3.526200000000e-01,-2.500000000000e-03,2.502884510987e-02,1.121927861011e-03
5.938608984255e-01,-1.029173593650e+01,3.818600000000e-01,1.370000000000e-03,2.506760659127e-02,1.177074947892e-03
6.564119160837e-01,-1.028805244561e+01,4.071200000000e-01,6.430000000000e-03,2.509722712193e-02,1.223445016273e-03
7.189410696646e-01,-1.028401254701e+01,4.285700000000e-01,1.213000000000e-02,2.511770975499e-02,1.261503836047e-03
7.814462764669e-01,-1.027961637457e+01,4.474600000000e-01,1.715000000000e-02,2.512905786412e-02,1.291874088711e-03
8.439254546459e-01,-1.027486407434e+01,4.642000000000e-01,2.287000000000e-02,2.513127518764e-02,1.315261386196e-03
9.063765228605e-01,-1.026975580455e+01,4.776900000000e-01,2.831000000000e-02,2.512436583933e-02,1.332425264408e-03
9.687974006469e-01,-1.026429173562e+01,4.890700000000e-01,3.284000000000e-02,2.510833432437e-02,1.345644710633e-03
3.126032737119e-02,-1.025818901942e+01,2.951000000000e-02,-1.036500000000e-01,7.505348464794e-02,4.257208657358e-03
9.377999863094e-02,-1.025773109204e+01,7.464000000000e-02,-1.017900000000e-01,7.514677541254e-02,3.874844102909e-03
1.562967185985e-01,-1.025693588725e+01,1.188200000000e-01,-9.719000000000e-02,7.521271938106e-02,3.669929579774e-03
2.188085209376e-01,-1.025580342798e+01,1.606500000000e-01,-9.292000000000e-02,7.525131839003e-02,3.439012831496e-03
1.065730287660e+00,-1.025488844912e+01,5.021900000000e-01,4.059000000000e-02,2.501621226167e-02,1.346992969132e-03
2.813134394484e-01,-1.025433374864e+01,2.005000000000e-01,-8.775000000000e-02,7.526257520293e-02,3.212444976258e-03
3.438095069033e-01,-1.025252689511e+01,2.376500000000e-01,-8.117000000000e-02,7.524649352156e-02,2.999435396714e-03
4.062947571209e-01,-1.025038292476e+01,2.714900000000e-01,-7.343000000000e-02,7.520307799726e-02,2.803329887842e-03
4.687672240671e-01,-1.024790190641e+01,3.030700000000e-01,-6.698000000000e-02,7.513233424906e-02,2.623999915943e-03
5.312880444349e-01,-1.024495948456e+01,3.340400000000e-01,-6.108000000000e-02,7.515512022899e-02,2.470878819219e-03
5.938552123012e-01,-1.024155501424e+01,3.618400000000e-01,-5.467000000000e-02,7.527138388657e-02,2.339570595299e-03
1.197104477043e+00,-1.024091235971e+01,5.104700000000e-01,5.104000000000e-02,2.501196801306e-02,1.333808055610e-03
6.564036137717e-01,-1.023781229807e+01,3.859200000000e-01,-4.602000000000e-02,7.536022233164e-02,2.225140237599e-03
7.189312723998e-01,-1.023373145152e+01,4.085200000000e-01,-3.774000000000e-02,7.542164465626e-02,2.127529120549e-03
7.814362122891e-01,-1.022931260159e+01,4.285700000000e-01,-2.932000000000e-02,7.545566097699e-02,2.046352307541e-03
1.328296005625e+00,-1.022531451688e+01,5.130300000000e-01,5.834000000000e-02,2.500780022681e-02,1.312168980735e-03
8.439164583563e-01,-1.022455588683e+01,4.465500000000e-01,-2.159000000000e-02,7.546228247001e-02,1.981027452322e-03
9.063700359959e-01,-1.021946145736e+01,4.617600000000e-01,-1.341000000000e-02,7.544152141394e-02,1.930048986279e-03
9.687949714343e-01,-1.021402947485e+01,4.754400000000e-01,-5.330000000000e-03,7.539339123244e-02,1.872333299157e-03
3.125976918897e-02,-1.020815336299e+01,2.671000000000e-02,-1.728500000000e-01,1.250891410803e-01,6.692160969988e-03
1.459284854873e+00,-1.020809730060e+01,5.094800000000e-01,6.521000000000e-02,2.500370893387e-02,1.284881502479e-03
9.377837724549e-02,-1.020763324179e+01,6.739000000000e-02,-1.696600000000e-01,1.252446256878e-01,6.296011058687e-03
1.562941935392e-01,-1.020679407439e+01,1.062400000000e-01,-1.636500000000e-01,1.253545323019e-01,6.019036373903e-03
2.188053580221e-01,-1.020563588249e+01,1.434100000000e-01,-1.575000000000e-01,1.254188639834e-01,5.650843542014e-03
1.065378315018e+00,-1.020465352508e+01,4.920800000000e-01,7.570000000000e-03,7.535423562042e-02,1.815399129437e-03
2.813100107755e-01,-1.020415869862e+01,1.784100000000e-01,-1.506700000000e-01,1.254376253381e-01,5.278453046152e-03
3.438062909086e-01,-1.020236256620e+01,2.104100000000e-01,-1.407400000000e-01,1.254108225357e-01,4.925479621745e-03
4.062923385197e-01,-1.020024753949e+01,2.411400000000e-01,-1.317000000000e-01,1.253384633285e-01,4.602357262427e-03
4.687662938472e-01,-1.019781368358e+01,2.694800000000e-01,-1.214700000000e-01,1.252205570814e-01,4.310348928136e-03
5.312859888979e-01,-1.019485607111e+01,2.955600000000e-01,-1.135000000000e-01,1.252585337147e-01,4.057891725321e-03
5.938495261768e-01,-1.019137409197e+01,3.182400000000e-01,-1.036900000000e-01,1.254523064772e-01,3.838551065567e-03
1.196048730962e+00,-1.019069575663e+01,5.081400000000e-01,2.310000000000e-02,7.534154965636e-02,1.785432317823e-03
1.590051036844e+00,-1.018926333795e+01,5.039300000000e-01,7.130000000000e-02,2.499969418777e-02,1.253881920310e-03
6.563953114597e-01,-1.018757215054e+01,3.402600000000e-01,-9.380000000000e-02,1.256003705524e-01,3.659482505437e-03
7.189214751349e-01,-1.018345035604e+01,3.601200000000e-01,-8.432000000000e-02,1.257027410935e-01,3.519675536790e-03
7.814261481113e-01,-1.017900882862e+01,3.771900000000e-01,-7.435000000000e-02,1.257594349614e-01,3.417002832577e-03
1.326536895901e+00,-1.017512594098e+01,5.195100000000e-01,3.578000000000e-02,7.532909226182e-02,1.757035459964e-03
8.439074620668e-01,-1.017424769932e+01,3.921400000000e-01,-6.420000000000e-02,1.257704707832e-01,3.348080189695e-03
9.063635491312e-01,-1.016916711017e+01,4.043900000000e-01,-5.371000000000e-02,1.257358690231e-01,3.304305842511e-03
1.720574596455e+00,-1.016881550292e+01,4.957200000000e-01,7.693000000000e-02,2.499575601674e-02,1.220833489062e-03
9.687925422216e-01,-1.016376721409e+01,4.153900000000e-01,-4.383000000000e-02,1.256556520537e-01,3.240870728427e-03
3.125921100674e-02,-1.015811770656e+01,2.428000000000e-02,-2.342500000000e-01,1.751247975127e-01,5.576167532003e-03
1.456822923476e+00,-1.015794645062e+01,5.239200000000e-01,4.805000000000e-02,7.531686354475e-02,1.734102833672e-03
9.377675586004e-02,-1.015753539154e+01,5.958000000000e-02,-2.297900000000e-01,1.753424759633e-01,5.477139556941e-03
1.562916684798e-01,-1.015665226154e+01,9.353000000000e-02,-2.219500000000e-01,1.754963452230e-01,5.299836445815e-03
2.188021951066e-01,-1.015546833699e+01,1.269600000000e-01,-2.152400000000e-01,1.755864095772e-01,5.002854782549e-03
1.065026342375e+00,-1.015441860103e+01,4.293900000000e-01,-2.797000000000e-02,1.255903927004e-01,3.211367600766e-03
2.813065821027e-01,-1.015398364860e+01,1.585100000000e-01,-2.058600000000e-01,1.756126754738e-01,4.685893569796e-03
3.438030749138e-01,-1.015219823729e+01,1.895900000000e-01,-1.946900000000e-01,1.755751515505e-01,4.373538677160e-03
4.062899199186e-01,-1.015011215422e+01,2.157900000000e-01,-1.822100000000e-01,1.754738486604e-01,4.080066977587e-03
4.687653636274e-01,-1.014772546076e+01,2.407500000000e-01,-1.699000000000e-01,1.753087799144e-01,3.807949988303e-03
1.850835616942e+00,-1.014675691556e+01,4.823700000000e-01,8.175000000000e-02,2.499189446634e-02,1.187056405739e-03
5.312839333608e-01,-1.014475265767e+01,2.627200000000e-01,-1.580000000000e-01,1.753619472008e-01,3.569696793877e-03
5.938438400524e-01,-1.014119316970e+01,2.830200000000e-01,-1.467600000000e-01,1.756332290685e-01,3.360840236105e-03
1.194992984881e+00,-1.014047915356e+01,4.433500000000e-01,-9.880000000000e-03,1.255692494272e-01,3.237158486464e-03
