eddy_viscosity_aux_var,id,mixing_length_aux_var,pressure,u,v,x,y,z
1.8388670428484e-06,128,0.00512500000002,1.4698011940697,-0.00035123155074139,0.0006186974813098,0.012499999999978,0.012500000000049,0
1.8595917996291e-06,129,0.005124999999992,1.4695061743792,-0.00029377438980542,0.0012037479577632,0.01249999999998,0.037500000000147,0
2.1393610427003e-06,130,0.0051249999999931,1.468482829142,-0.00012108282223565,0.0017679271332771,0.012499999999983,0.062500000000244,0
2.3484460358166e-06,131,0.0051249999999943,1.4672464202024,2.3911897697999e-05,0.0021541703620823,0.012499999999986,0.087500000000341,0
2.4718559187521e-06,132,0.0051249999999954,1.4662893358752,0.00012571015219306,0.0023344382627289,0.012499999999989,0.11250000000044,0
2.4992358781568e-06,133,0.0051249999999966,1.4657286601805,0.00018356318213498,0.0023537392940324,0.012499999999992,0.13750000000053,0
2.4324593925101e-06,134,0.0051249999999978,1.4654843293882,0.0001981549514524,0.0022707916163366,0.012499999999995,0.16250000000063,0
2.3030255927352e-06,135,0.0051249999999989,1.4654381927402,0.00017938201638219,0.002134581886889,0.012499999999997,0.18750000000073,0
2.1368167162969e-06,136,0.0051250000000001,1.4654909701009,0.00013324418375749,0.0019840610009575,0.0125,0.21250000000082,0
1.9497439087016e-06,137,0.0051250000000012,1.4655590238962,5.8726521465057e-05,0.0018574802349099,0.012500000000003,0.23750000000092,0
1.7799268004042e-06,138,0.0051250000000024,1.4655657095779,-6.0515789115214e-05,0.0018016335450776,0.012500000000006,0.26250000000088,0
1.5911890826635e-06,139,0.0051250000000035,1.4654013162727,-0.00020794793571996,0.001839184652091,0.012500000000009,0.28750000000072,0
1.3384874237871e-06,140,0.0051250000000047,1.4649831234191,-0.00036525457692335,0.001923275436695,0.012500000000011,0.31250000000056,0
9.8925804825006e-07,141,0.0051250000000058,1.4642449138035,-0.0003479230836241,0.0018890130294001,0.012500000000014,0.3375000000004,0
1.3117425158099e-06,142,0.005125000000007,1.4636404286678,-1.6181901873795e-06,0.0015409953648585,0.012500000000017,0.36250000000023,0
2.5507057813146e-06,143,0.0051250000000081,1.4632740345558,0.00054798540367491,0.00085161947460835,0.01250000000002,0.38750000000007,0
4.0039365714534e-06,144,0.0051250000000093,1.4616990308603,0.00084031598577865,-0.00079565823454323,0.012500000000023,0.41249999999991,0
5.0748766778537e-06,145,0.0051250000000104,1.458027908968,0.00076374335506905,-0.0020345495623194,0.012500000000025,0.43749999999981,0
6.3355784194076e-06,146,0.0051250000000116,1.4528779251052,0.00075034492325161,-0.0033414089560031,0.012500000000028,0.46249999999985,0
7.6614479211972e-06,147,0.0051250000000128,1.4465689489145,0.00075914728516014,-0.004656935701537,0.012500000000031,0.48749999999995,0
3.4279984506434e-06,605,0.0051250000000133,1.4754426564115,0.00039713178097043,0.0035315673158503,0.012500000000033,0.93750000000011,0
4.1198760623126e-06,606,0.0051250000000133,1.4732798491666,0.0011339488554699,0.0031092512166482,0.012500000000033,0.96250000000003,0
8.9782725732542e-06,456,0.0051250000000133,1.4395525896863,0.00077070499454528,-0.0059482113022723,0.012500000000033,0.51250000000002,0
1.0227719866311e-05,457,0.0051250000000133,1.4324421171384,0.00077923554337926,-0.0071839586363429,0.012500000000033,0.53750000000006,0
1.1362107508043e-05,458,0.0051250000000133,1.425957587185,0.00078196245647177,-0.0083300630528018,0.012500000000033,0.56250000000009,0
1.2339094762745e-05,459,0.0051250000000133,1.4208690396028,0.00077655480732536,-0.0093515935330055,0.012500000000033,0.58750000000013,0
1.3119641797953e-05,460,0.0051250000000133,1.4179391802936,0.00076033167754505,-0.010213131607509,0.012500000000033,0.61250000000019,0
1.3667667834145e-05,461,0.0051250000000133,1.4178754885929,0.00072974805733489,-0.010877630155956,0.012500000000033,0.63750000000019,0
1.3953472599303e-05,462,0.0051250000000133,1.4212645388835,0.00067868141693781,-0.011304995127536,0.012500000000033,0.66250000000012,0
1.396223083426e-05,463,0.0051250000000133,1.4283847883915,0.00059275570609082,-0.011455926276618,0.012500000000033,0.68750000000004,0
1.3659536254495e-05,596,0.0051250000000133,1.4388882987091,0.00044251024159931,-0.01130711089088,0.012500000000033,0.7125,0
1.3011378592871e-05,597,0.0051250000000133,1.4520128439918,0.00023669991125119,-0.010771224315303,0.012500000000033,0.73750000000001,0
1.2030131029718e-05,598,0.0051250000000133,1.4666956819995,-4.6074526767378e-06,-0.0098234205360591,0.012500000000033,0.76250000000006,0
1.0762438463578e-05,599,0.0051250000000133,1.4812516150072,-0.00027168724713898,-0.0084506708421616,0.012500000000033,0.78750000000012,0
9.2917114996317e-06,600,0.0051250000000133,1.4933025354894,-0.00056438666712823,-0.006668892121821,0.012500000000033,0.81250000000015,0
7.7421682387438e-06,601,0.0051250000000133,1.499938985574,-0.0008873743675291,-0.0045628968324497,0.012500000000033,0.83750000000016,0
6.4109428740051e-06,602,0.0051250000000133,1.4991305725651,-0.0012076977985932,-0.0023085831029202,0.012500000000033,0.86250000000016,0
4.9990078537376e-06,603,0.0051250000000133,1.4926173468269,-0.0012154398277171,0.00038387130557608,0.012500000000033,0.88750000000017,0
3.7487081155665e-06,604,0.0051250000000133,1.4833473924289,-0.00053657298830986,0.0023642721459268,0.012500000000033,0.91250000000016,0
4.5048188767132e-06,607,0.0051250000000013,1.4754378013924,0.0015778117754408,0.0013228139651762,0.012500000000033,0.9875,0
2.1180821752358e-06,148,0.0051250000000174,1.4691191570317,-0.0012791046181818,0.0005694798900414,0.037499999999929,0.012500000000042,0
3.7629747430405e-06,149,0.009,1.468886860431,-0.0010894688278217,0.0010284647939021,0.037499999999938,0.037500000000128,0
3.1454436862503e-06,150,0.009,1.4679282868892,-0.00076339641561009,0.0015495544000686,0.037499999999946,0.062500000000213,0
2.2626655049227e-06,151,0.009,1.4668300914596,-0.00047280534851261,0.0019511753555842,0.037499999999955,0.087500000000296,0
1.4632331984882e-06,152,0.009,1.4659976264059,-0.00024051487161276,0.0022001279339299,0.037499999999963,0.11250000000038,0
8.2551330258854e-07,153,0.009,1.4655334971052,-6.2793541061407e-05,0.0023275145402727,0.037499999999972,0.13750000000046,0
5.9252167794108e-07,154,0.009,1.4653764697187,6.4856216669304e-05,0.0023385082359182,0.037499999999981,0.16250000000054,0
8.1849593203382e-07,155,0.009,1.4654052725926,0.00014226925885,0.0022718765234327,0.037499999999989,0.18750000000062,0
1.1475947496587e-06,156,0.009,1.4655231459389,0.00016625240141696,0.0021631642028045,0.037499999999998,0.21250000000071,0
1.7065700298738e-06,157,0.009,1.4656563198263,0.00013975633036893,0.0020282358335837,0.037500000000006,0.23750000000078,0
2.7861897344813e-06,158,0.009,1.4657627982106,6.7521242151426e-05,0.0018532475429319,0.037500000000015,0.26250000000075,0
5.0554624447976e-06,159,0.009,1.4657107155937,8.2972061796219e-05,0.001484529393836,0.037500000000024,0.28750000000061,0
7.8674010291746e-06,160,0.009,1.4655074873821,0.00029107592311066,0.00076154699511607,0.037500000000032,0.31250000000047,0
1.0144162746837e-05,161,0.009,1.4648033292071,0.00085529692465757,-0.00059758604352431,0.037500000000041,0.33750000000033,0
1.134063998215e-05,162,0.009,1.4637996147245,0.00135817577423,-0.0018024789521198,0.037500000000049,0.36250000000018,0
1.2504325446901e-05,163,0.009,1.4632344149762,0.0017850160374808,-0.0030243918683882,0.037500000000058,0.38750000000004,0
1.2876996723325e-05,164,0.009,1.4618256687302,0.0020102403472517,-0.0044384394871952,0.037500000000067,0.4124999999999,0
1.3643070588853e-05,165,0.009,1.4582457221979,0.0020641422480284,-0.0058987702793341,0.037500000000075,0.43749999999981,0
1.395962822381e-05,166,0.009,1.4529662874701,0.0020837746609248,-0.0074075773176422,0.037500000000084,0.46249999999985,0
1.3996278058775e-05,167,0.009,1.4464218281833,0.0020533594689839,-0.0089021819392421,0.037500000000092,0.48749999999995,0
1.3314229410673e-05,449,0.009,1.4316773124443,0.0018157562156905,-0.011649041886271,0.037500000000097,0.53750000000005,0
1.2642727505499e-05,450,0.009,1.424857773321,0.0016044166203179,-0.012810503694856,0.037500000000097,0.56250000000006,0
1.1818480707055e-05,451,0.009,1.4194460750403,0.0013320939174019,-0.013773072615318,0.037500000000097,0.5875000000001,0
1.0933748123372e-05,452,0.009,1.4162231962909,0.0010013431602434,-0.014496524439298,0.037500000000097,0.61250000000016,0
1.013358782497e-05,453,0.009,1.4158935610605,0.00061582803595256,-0.01494321909182,0.037500000000097,0.63750000000016,0
9.6275444330377e-06,454,0.009,1.4189673287941,0.00017913428004641,-0.015079921026591,0.037500000000097,0.6625000000001,0
1.3775993337132e-05,448,0.009,1.4391129005731,0.001965113385436,-0.010331378150882,0.037500000000097,0.51250000000002,0
9.6345895438368e-06,455,0.009,1.4255764357951,-0.00030763812242208,-0.014883748308386,0.037500000000097,0.68750000000003,0
1.122574785771e-05,585,0.009,1.4480820757634,-0.0014117601289844,-0.013405446813915,0.037500000000097,0.73750000000001,0
1.259192937771e-05,586,0.009,1.4620682020703,-0.0019941163957368,-0.012155781419659,0.037500000000097,0.76250000000005,0
1.6134992923236e-05,589,0.009,1.4927403667108,-0.0035085051857354,-0.0066488694032327,0.037500000000097,0.83750000000013,0
1.5786031614522e-05,590,0.009,1.492370813482,-0.00373740940029,-0.0045110621734545,0.037500000000097,0.86250000000013,0
1.4674243390065e-05,591,0.009,1.4866361378806,-0.0035252777614224,-0.0024475318429647,0.037500000000097,0.88750000000014,0
7.8267499266082e-06,593,0.009,1.4723301760056,-0.00038732694541512,0.0012379226798672,0.037500000000097,0.9375000000001,0
2.3325030252099e-06,594,0.009,1.470529046861,0.0014636742097134,0.0018951880160204,0.037500000000097,0.96250000000002,0
3.4912924544967e-06,595,0.0051250000000011,1.4727346377484,0.0025362516656621,0.00075506122396979,0.037500000000097,0.9875,0
1.0186764252571e-05,584,0.009,1.4354970247239,-0.00084084955770612,-0.014315376835511,0.037500000000097,0.7125,0
1.4079917041848e-05,587,0.009,1.4756944254429,-0.0025612506669784,-0.010580164412157,0.037500000000097,0.7875000000001,0
1.5400370828108e-05,588,0.009,1.4867129707645,-0.0030819532839774,-0.0087167676670609,0.037500000000097,0.81250000000012,0
1.247184486696e-05,592,0.009,1.4785451196869,-0.0025705150395276,-0.00054163692826137,0.037500000000097,0.91250000000014,0
2.2844065097022e-06,168,0.0051250000000147,1.4683424163702,-0.001906264873795,0.00047445324329502,0.062499999999869,0.012500000000036,0
2.6141162887892e-06,169,0.009,1.4680661902327,-0.0016111782821727,0.00074559686213103,0.062499999999884,0.037500000000109,0
2.2280924195979e-06,170,0.009,1.4670903972914,-0.0011376796207267,0.0011656439249882,0.062499999999899,0.062500000000181,0
1.5745731096792e-06,171,0.009,1.4660925876545,-0.00071027502891239,0.0014693073503218,0.062499999999914,0.08750000000025,0
1.3157573560962e-06,172,0.009,1.4653800604762,-0.00035209257499006,0.0016487965508745,0.062499999999929,0.11250000000032,0
1.4703125145526e-06,173,0.009,1.4650314056777,-6.3570282819932e-05,0.0017333766190641,0.062499999999943,0.13750000000038,0
2.0030349367467e-06,174,0.009,1.4649896192826,0.00014601936355806,0.0017162310896702,0.062499999999958,0.16250000000045,0
2.6527748560522e-06,175,0.009,1.4651537078871,0.0002733206068959,0.0016135049558928,0.062499999999973,0.18750000000052,0
3.457698462068e-06,176,0.009,1.4654239627684,0.00032601934618426,0.0014309005777802,0.062499999999988,0.21250000000059,0
4.7159414558264e-06,177,0.009,1.4657039095532,0.00037855575069965,0.0011117860943108,0.062500000000003,0.23750000000065,0
6.4546546486043e-06,178,0.009,1.4659943142521,0.00053020011780948,0.00056658594515704,0.062500000000018,0.26250000000062,0
8.238087722625e-06,179,0.009,1.46601933182,0.0010000483558732,-0.00049063747551927,0.062500000000033,0.2875000000005,0
9.3673113379899e-06,180,0.009,1.4656193438459,0.0015368431629848,-0.0016200524891814,0.062500000000048,0.31250000000038,0
9.5790611933586e-06,181,0.009,1.4649549511225,0.0021220507030049,-0.0029010562673558,0.062500000000062,0.33750000000025,0
9.8647190404269e-06,182,0.009,1.463811827638,0.0026471889209316,-0.004204780186478,0.062500000000077,0.36250000000013,0
1.024945597806e-05,183,0.009,1.4623840057,0.0030910720967611,-0.0055229859339154,0.062500000000092,0.38750000000001,0
