r_cg,z_cg,ur_les,uz_les,yw,nut
1.250306230691e-01,-1.023169931092e+01,5.798000000000e-02,-8.442000000000e-02,9.981124422259e-02,4.698013269919e-03
3.750306310691e-01,-1.022580603095e+01,1.763600000000e-01,-7.464000000000e-02,9.987152868329e-02,3.600385645783e-03
6.250922797242e-01,-1.021400255559e+01,2.752200000000e-01,-5.053000000000e-02,9.999148019429e-02,3.187603960852e-03
8.750922877242e-01,-1.019628314901e+01,3.495400000000e-01,-2.324000000000e-02,1.001736504329e-01,3.036179579944e-03
1.260253177964e+00,-1.015499905233e+01,4.251900000000e-01,1.718000000000e-02,9.878056513071e-02,2.747894750650e-03
1.778907474218e+00,-1.007997626505e+01,4.587000000000e-01,6.275000000000e-02,9.871562162023e-02,2.270114510633e-03
1.250238188316e-01,-1.003134759870e+01,4.501000000000e-02,-2.577500000000e-01,3.005275685108e-01,3.530503135687e-03
3.750238268316e-01,-1.002533414712e+01,1.300600000000e-01,-2.338300000000e-01,3.007078259130e-01,2.846405559130e-03
6.250717775633e-01,-1.001328837890e+01,1.969900000000e-01,-1.887900000000e-01,3.010712666116e-01,2.155016452554e-03
8.750717855633e-01,-9.995205832814e+00,2.447900000000e-01,-1.420800000000e-01,3.016159758643e-01,1.562884089720e-03
2.293228193420e+00,-9.979451825813e+00,4.412100000000e-01,9.327000000000e-02,9.865563577105e-02,1.830415651784e-03
1.254626797519e+00,-9.954256611290e+00,2.891700000000e-01,-7.911000000000e-02,3.012319098877e-01,8.441546994697e-04
1.762052010098e+00,-9.879992029987e+00,3.001600000000e-01,-1.240000000000e-02,3.010399510405e-01,4.732049478948e-04
2.801962212796e+00,-9.853670634071e+00,3.920900000000e-01,1.077900000000e-01,9.860061652048e-02,1.469226974818e-03
1.250170145941e-01,-9.830995886473e+00,3.220000000000e-02,-3.851300000000e-01,5.008792808524e-01,2.343388190094e-03
3.750170225941e-01,-9.824862263296e+00,9.239000000000e-02,-3.454900000000e-01,5.011797098541e-01,1.916644455734e-03
6.250512754024e-01,-9.812574202203e+00,1.383000000000e-01,-2.837200000000e-01,5.017854443514e-01,1.358493578585e-03
8.750512834024e-01,-9.794128516617e+00,1.704900000000e-01,-2.227000000000e-01,5.026932931056e-01,9.466898132720e-04
2.265207837253e+00,-9.780843592922e+00,2.880700000000e-01,3.164000000000e-02,3.008626492215e-01,4.223325533928e-04
1.249000417074e+00,-9.753514170247e+00,1.918100000000e-01,-1.402400000000e-01,5.020531831447e-01,8.596166937928e-04
3.303870022513e+00,-9.702939127892e+00,3.309100000000e-01,1.103800000000e-01,9.855057225565e-02,1.181112995115e-03
1.745196545978e+00,-9.680007794927e+00,1.836000000000e-01,-5.649000000000e-02,5.017332517341e-01,8.873776964416e-04
2.762874700083e+00,-9.657051563485e+00,2.703700000000e-01,5.877000000000e-02,3.007000303930e-01,5.015622599168e-04
1.250102103566e-01,-9.630644174247e+00,2.294000000000e-02,-4.751000000000e-01,7.012309931947e-01,1.984496833529e-03
3.750102183566e-01,-9.624390379469e+00,6.496000000000e-02,-4.237400000000e-01,7.016515937978e-01,1.669021457255e-03
6.250307732415e-01,-9.611860025509e+00,9.706000000000e-02,-3.497600000000e-01,7.024996220940e-01,1.160215040684e-03
8.750307812415e-01,-9.593051200420e+00,1.175900000000e-01,-2.752500000000e-01,7.037706103478e-01,6.487244695447e-04
2.237187481085e+00,-9.582235360032e+00,1.537200000000e-01,-1.148000000000e-02,5.014377487024e-01,7.845598477737e-04
1.243374036628e+00,-9.552771729204e+00,1.277200000000e-01,-1.760700000000e-01,7.028744564025e-01,4.530548098069e-04
3.797728741865e+00,-9.527624538311e+00,2.761300000000e-01,1.076600000000e-01,9.850551063554e-02,9.538465882889e-04
3.253846324350e+00,-9.508915941917e+00,2.558300000000e-01,7.750000000000e-02,3.005521184695e-01,5.588567672968e-04
1.728341081859e+00,-9.480023559866e+00,1.071900000000e-01,-7.811000000000e-02,7.024265524281e-01,6.073762891298e-04
2.723787187370e+00,-9.460432492900e+00,1.304800000000e-01,9.950000000000e-03,5.011667173217e-01,6.106825953152e-04
1.250034061190e-01,-9.430292462022e+00,1.699000000000e-02,-5.389400000000e-01,9.015827055354e-01,1.852210094507e-03
3.750034141190e-01,-9.423918495642e+00,4.743000000000e-02,-4.795200000000e-01,9.021234777394e-01,1.630147946947e-03
6.250102710806e-01,-9.411145848814e+00,6.697000000000e-02,-3.947100000000e-01,9.032137998349e-01,1.214877295870e-03
8.750102790806e-01,-9.391973884222e+00,8.160000000000e-02,-3.105700000000e-01,9.048479275906e-01,6.930381535263e-04
2.209167124917e+00,-9.383627127140e+00,7.824000000000e-02,-3.050000000000e-02,7.020128481837e-01,6.655665214963e-04
1.237747656183e+00,-9.352029288160e+00,8.258000000000e-02,-1.931800000000e-01,9.022597997604e-01,1.930690011381e-04
3.736932661165e+00,-9.336795738997e+00,2.410900000000e-01,9.150000000000e-02,3.004189352732e-01,5.676011171600e-04
4.282335101084e+00,-9.328153994144e+00,2.303900000000e-01,1.030400000000e-01,9.846543851442e-02,7.758527466255e-04
3.203822626187e+00,-9.314892755942e+00,1.201800000000e-01,2.020000000000e-02,5.009201974492e-01,4.165199379437e-04
1.711485617739e+00,-9.280039324805e+00,6.223000000000e-02,-8.852000000000e-02,9.016829109684e-01,2.798399797504e-04
2.684699674656e+00,-9.263813422314e+00,5.660000000000e-02,-1.185000000000e-02,7.016334042506e-01,6.574263944195e-04
1.250000040003e-01,-9.212031017282e+00,1.292000000000e-02,-5.884200000000e-01,1.119844150271e+00,1.823115249695e-03
3.750000120003e-01,-9.205757816406e+00,3.333000000000e-02,-5.225500000000e-01,1.120284156972e+00,1.685703504995e-03
6.250000200001e-01,-9.193186367975e+00,4.504000000000e-02,-4.308800000000e-01,1.121173280648e+00,1.347681095502e-03
2.181146768750e+00,-9.185018894249e+00,3.776000000000e-02,-3.783000000000e-02,9.011500694185e-01,3.751833649212e-04
8.750000280001e-01,-9.174316671991e+00,5.649000000000e-02,-3.334400000000e-01,1.122505139800e+00,8.485084674686e-04
3.676136580465e+00,-9.145966939684e+00,1.242700000000e-01,3.393000000000e-02,5.006982254553e-01,2.393124373334e-04
4.210962773799e+00,-9.141108105388e+00,2.290800000000e-01,1.029500000000e-01,3.003005005090e-01,5.447819051171e-04
1.232281366745e+00,-9.135188369670e+00,5.292000000000e-02,-2.054100000000e-01,1.119168988583e+00,2.767239259516e-04
3.153798928024e+00,-9.120869569966e+00,5.227000000000e-02,-8.830000000000e-03,7.012882764290e-01,5.937006255288e-04
4.756508376559e+00,-9.105013479695e+00,1.934200000000e-01,9.833000000000e-02,9.843036191817e-02,6.366879771545e-04
2.645612161943e+00,-9.067194351727e+00,2.552000000000e-02,-2.189000000000e-02,9.006613534441e-01,4.129678501683e-04
1.695142224236e+00,-9.064676635221e+00,3.222000000000e-02,-9.056000000000e-02,1.117658990465e+00,6.243108990725e-05
1.250000040003e-01,-8.975859840027e+00,1.030000000000e-02,-6.280800000000e-01,1.356015327437e+00,1.849306739941e-03
2.154059484864e+00,-8.972011370891e+00,1.844000000000e-02,-4.007000000000e-02,1.115857088702e+00,1.516210967317e-04
3.750000120003e-01,-8.969908341759e+00,2.413000000000e-02,-5.567000000000e-01,1.356133631529e+00,1.770740104888e-03
6.250000200001e-01,-8.957981582992e+00,3.160000000000e-02,-4.574000000000e-01,1.356378064819e+00,1.476190816397e-03
3.615340499765e+00,-8.955138140371e+00,5.741000000000e-02,-5.220000000000e-03,7.009775156375e-01,4.926545233789e-04
4.139590446514e+00,-8.954062216632e+00,1.349200000000e-01,5.085000000000e-02,5.005008341816e-01,1.190661848897e-04
8.750000280001e-01,-8.940079563725e+00,3.656000000000e-02,-3.454800000000e-01,1.356742247258e+00,9.782396008733e-04
3.103775229861e+00,-8.926846383990e+00,2.591000000000e-02,-2.229000000000e-02,9.002168351315e-01,4.213236832078e-04
4.674787678584e+00,-8.922327319388e+00,2.133000000000e-01,1.099300000000e-01,3.001968315980e-01,5.052863034975e-04
1.226975168312e+00,-8.902248973734e+00,3.235000000000e-02,-2.104100000000e-01,1.353602535771e+00,3.921201337593e-04
5.219093261585e+00,-8.858746653369e+00,1.637000000000e-01,9.379000000000e-02,9.840028634814e-02,5.273025146555e-04
2.607958527677e+00,-8.857411012961e+00,1.469000000000e-02,-2.734000000000e-02,1.113767545070e+00,1.976611451605e-04
1.679310901349e+00,-8.833935491113e+00,1.675000000000e-02,-9.032000000000e-02,1.350360616783e+00,7.428034590351e-05
4.068218119230e+00,-8.767016327875e+00,6.629000000000e-02,7.040000000000e-03,7.007011678541e-01,3.777989131283e-04
3.554544419065e+00,-8.764309341057e+00,3.008000000000e-02,-2.202000000000e-02,8.998165803030e-01,4.139910486439e-04
2.127905273259e+00,-8.744604557067e+00,9.020000000000e-03,-4.124000000000e-02,1.346150169459e+00,4.855047317704e-05
1.250000040003e-01,-8.739688662772e+00,8.840000000000e-03,-6.584600000000e-01,1.592186504629e+00,1.893565704732e-03
4.593066980608e+00,-8.739641159082e+00,1.417300000000e-01,6.564000000000e-02,5.003280526633e-01,9.299845390018e-05
3.750000120003e-01,-8.734058867113e+00,1.952000000000e-02,-5.826600000000e-01,1.591983106113e+00,1.850743327909e-03
6.250000200002e-01,-8.722776798008e+00,2.272000000000e-02,-4.714000000000e-01,1.591582849230e+00,1.576555577700e-03
3.055776651755e+00,-8.721146092570e+00,1.718000000000e-02,-2.863000000000e-02,1.111397800247e+00,2.242731827448e-04
8.750000280002e-01,-8.705842455459e+00,2.468000000000e-02,-3.528700000000e-01,1.590979354954e+00,1.070913600287e-03
5.127283125221e+00,-8.680983639533e+00,1.953700000000e-01,1.132300000000e-01,3.001079439313e-01,4.594010255745e-04
1.221668969880e+00,-8.669309577797e+00,1.951000000000e-02,-2.100300000000e-01,1.586600854971e+00,4.697825994912e-04
2.571738771857e+00,-8.634463406016e+00,1.001000000000e-02,-3.200000000000e-02,1.340982503446e+00,8.571349780601e-05
1.663479578462e+00,-8.603194347005e+00,7.600000000000e-03,-8.976000000000e-02,1.581630985975e+00,1.365958704361e-04
5.668962682689e+00,-8.589953522640e+00,1.409700000000e-01,8.978000000000e-02,9.837521629127e-02,4.402912934669e-04
3.996845791945e+00,-8.579970439119e+00,3.514000000000e-02,-1.606000000000e-02,8.994606483415e-01,3.819732681842e-04
3.496465598009e+00,-8.563538593613e+00,2.057000000000e-02,-2.892000000000e-02,1.108758484169e+00,2.420785721665e-04
4.511346282633e+00,-8.556954998775e+00,7.661000000000e-02,2.355000000000e-02,7.004592737284e-01,2.666555972591e-04
2.101751061654e+00,-8.517197743243e+00,2.970000000000e-03,-4.180000000000e-02,1.575020331114e+00,4.498737680031e-05
3.009803193707e+00,-8.503768695707e+00,1.384000000000e-02,-3.278000000000e-02,1.334877913918e+00,1.105204297163e-04
1.250000040003e-01,-8.503517485517e+00,7.680000000000e-03,-6.826000000000e-01,1.828357681837e+00,1.947099598081e-03
5.035472988856e+00,-8.503220625698e+00,1.425200000000e-01,8.000000000000e-02,5.001799065523e-01,1.281753952228e-04
3.750000120003e-01,-8.498209392466e+00,1.669000000000e-02,-6.020200000000e-01,1.827832580712e+00,1.921870585843e-03
6.250000200002e-01,-8.487572013025e+00,1.718000000000e-02,-4.793300000000e-01,1.826454512795e+00,1.652220685817e-03
8.750000280002e-01,-8.471605347193e+00,1.855000000000e-02,-3.573400000000e-01,1.825216462796e+00,1.130737868921e-03
1.216362771448e+00,-8.436370181861e+00,1.127000000000e-02,-2.060200000000e-01,1.819599559515e+00,5.116088852687e-04
5.567352323904e+00,-8.417662018650e+00,1.783100000000e-01,1.152900000000e-01,3.000338506880e-01,4.127603564445e-04
2.535519016038e+00,-8.411515799070e+00,7.200000000000e-03,-3.608000000000e-02,1.566786205421e+00,4.311053106237e-05
3.928994039622e+00,-8.384961187526e+00,2.415000000000e-02,-2.542000000000e-02,1.105863421704e+00,2.549310762338e-04
4.429625584659e+00,-8.374268838469e+00,4.214000000000e-02,-4.730000000000e-03,8.991490918305e-01,3.311671392717e-04
1.647648255575e+00,-8.372453202897e+00,2.500000000000e-03,-9.076000000000e-02,1.812904732459e+00,1.663118113177e-04
3.441104036596e+00,-8.352825898040e+00,1.691000000000e-02,-3.297000000000e-02,1.327865871399e+00,1.311265291375e-04
4.943662852493e+00,-8.325457611863e+00,8.619000000000e-02,3.655000000000e-02,7.002518691728e-01,1.723408611899e-04
6.105020549629e+00,-8.299288980443e+00,1.241900000000e-01,8.788000000000e-02,9.835515564927e-02,3.696893113596e-04
2.075596850049e+00,-8.289790929418e+00,3.400000000000e-04,-4.562000000000e-02,1.803899556968e+00,5.807512317478e-05
2.963829735660e+00,-8.286391298843e+00,1.133000000000e-02,-3.617000000000e-02,1.556960239052e+00,5.795279841412e-05
1.250000040003e-01,-8.267346308262e+00,7.020000000000e-03,-7.039200000000e-01,2.064528859056e+00,2.003521670929e-03
3.750000120003e-01,-8.262359917819e+00,1.552000000000e-02,-6.169700000000e-01,2.063682055323e+00,1.984225634869e-03
6.250000200002e-01,-8.252367228041e+00,1.391000000000e-02,-4.847800000000e-01,2.059695559005e+00,1.710434524147e-03
5.465741965119e+00,-8.245370514660e+00,1.401800000000e-01,8.823000000000e-02,5.000564178135e-01,1.612586468811e-04
8.750000280002e-01,-8.237368238927e+00,1.596000000000e-02,-3.591600000000e-01,2.054976324273e+00,1.167289930024e-03
1.211056573015e+00,-8.203430785924e+00,5.300000000000e-03,-2.025400000000e-01,2.052598518176e+00,5.326528412816e-04
2.499299260218e+00,-8.188568192125e+00,4.880000000000e-03,-3.997000000000e-02,1.792606751286e+00,3.416348468291e-05
4.352350030072e+00,-8.185836348916e+00,3.022000000000e-02,-1.915000000000e-02,1.102729632683e+00,2.584460690223e-04
3.864662862261e+00,-8.181988573096e+00,2.027000000000e-02,-3.012000000000e-02,1.319985259183e+00,1.499513917205e-04
4.851852716129e+00,-8.147694598028e+00,5.139000000000e-02,5.780000000000e-03,8.988819571453e-01,2.693942327684e-04
3.385742475183e+00,-8.142113202466e+00,1.483000000000e-02,-3.621000000000e-02,1.545588855154e+00,7.388172903455e-05
1.631816932688e+00,-8.141712058789e+00,-1.560000000000e-03,-9.096000000000e-02,2.044180709938e+00,1.776072262834e-04
5.993928607062e+00,-8.133000684538e+00,1.624800000000e-01,1.151800000000e-01,2.999745628902e-01,3.680413952052e-04
5.364131606334e+00,-8.073079010671e+00,9.309000000000e-02,4.990000000000e-02,7.000789849384e-01,9.874083879452e-05
2.917856277612e+00,-8.069013901979e+00,9.350000000000e-03,-3.988000000000e-02,1.779068382592e+00,3.800423604869e-05
2.049442638444e+00,-8.062384115594e+00,-1.340000000000e-03,-4.938000000000e-02,2.032784785301e+00,6.327698428188e-05
1.250000040003e-01,-8.031175131006e+00,7.050000000000e-03,-7.231400000000e-01,2.300700036282e+00,2.061479347389e-03
3.750000120003e-01,-8.026510443173e+00,1.597000000000e-02,-6.299100000000e-01,2.299531529941e+00,2.040724603841e-03
6.250000200002e-01,-8.017162443058e+00,1.276000000000e-02,-4.902100000000e-01,2.293337760998e+00,1.758591629499e-03
8.750000280002e-01,-8.003131130661e+00,1.302000000000e-02,-3.572600000000e-01,2.285427014371e+00,1.188987876080e-03
4.279519618874e+00,-7.991657530117e+00,2.513000000000e-02,-2.573000000000e-02,1.311284656173e+00,1.656670113570e-04
6.526204423590e+00,-7.987461210552e+00,1.125200000000e-01,8.753000000000e-02,9.834010748093e-02,3.107496153975e-04
3.800331684900e+00,-7.979015958665e+00,1.898000000000e-02,-3.426000000000e-02,1.532733898582e+00,8.931261176734e-05
1.205750374583e+00,-7.970491389988e+00,2.330000000000e-03,-2.005800000000e-01,2.284738387045e+00,5.408270122777e-04
5.882836664494e+00,-7.966712388634e+00,1.366300000000e-01,9.606000000000e-02,4.999576048171e-01,1.816702218935e-04
4.765543405307e+00,-7.966635352796e+00,3.638000000000e-02,-9.430000000000e-03,1.099377326451e+00,2.461436285068e-04
2.463079504399e+00,-7.965620585179e+00,3.020000000000e-03,-4.370000000000e-02,2.018438487624e+00,3.310574843035e-05
3.330380913769e+00,-7.931400506893e+00,1.332000000000e-02,-3.944000000000e-02,1.763346684870e+00,4.793127983111e-05
1.615985609801e+00,-7.910970914681e+00,-4.080000000000e-03,-9.220000000000e-02,2.275329054522e+00,1.815867258853e-04
5.262521247550e+00,-7.900787506682e+00,5.895000000000e-02,2.161000000000e-02,8.986592840419e-01,2.037985687377e-04
2.871882819564e+00,-7.851636505115e+00,7.680000000000e-03,-4.356000000000e-02,2.001193747969e+00,3.119257349761e-05
2.023288426840e+00,-7.834977301770e+00,-2.230000000000e-03,-5.420000000000e-02,2.261674193731e+00,6.476638620376e-05
6.405978012999e+00,-7.827689593787e+00,1.491300000000e-01,1.155800000000e-01,2.999300893316e-01,3.260810277409e-04
5.771744721927e+00,-7.800424092729e+00,9.646000000000e-02,6.031000000000e-02,6.999406467434e-01,5.339591054675e-05
4.206689207676e+00,-7.797478711318e+00,2.284000000000e-02,-2.921000000000e-02,1.518473420228e+00,1.045458199832e-04
1.250000040003e-01,-7.795003953752e+00,7.380000000000e-03,-7.425600000000e-01,2.536871213513e+00,2.120955530534e-03
3.750000120003e-01,-7.790660968527e+00,1.509000000000e-02,-6.396800000000e-01,2.535381004563e+00,2.094037988328e-03
4.684734920027e+00,-7.782279876168e+00,2.999000000000e-02,-1.744000000000e-02,1.301822663799e+00,1.773478747064e-04
6.250000200002e-01,-7.781957658075e+00,1.194000000000e-02,-4.946800000000e-01,2.527269862521e+00,1.798061919715e-03
3.736000507539e+00,-7.776043344235e+00,1.779000000000e-02,-3.758000000000e-02,1.745525161218e+00,5.922934534107e-05
8.750000280002e-01,-7.768894022396e+00,1.182000000000e-02,-3.544000000000e-01,2.516576966533e+00,1.203156378738e-03
2.426859748579e+00,-7.742672978234e+00,1.530000000000e-03,-4.741000000000e-02,2.244278036294e+00,3.223964859902e-05
1.200444176151e+00,-7.737551994052e+00,7.500000000000e-04,-1.979600000000e-01,2.511939270003e+00,5.434134697965e-04
5.167608138278e+00,-7.727877154189e+00,4.239000000000e-02,3.140000000000e-03,1.095829887092e+00,2.191101994671e-04
3.275019352356e+00,-7.720687811319e+00,1.195000000000e-02,-4.283000000000e-02,1.981127870185e+00,3.622097533625e-05
1.600154286915e+00,-7.680229770573e+00,-4.890000000000e-03,-9.170000000000e-02,2.500579072723e+00,1.824382668801e-04
6.285751602408e+00,-7.667917977022e+00,1.315400000000e-01,1.021200000000e-01,4.998834822195e-01,1.908199388677e-04
6.931488107621e+00,-7.655229960831e+00,1.029900000000e-01,8.750000000000e-02,9.833007406772e-02,2.600263351924e-04
2.825909361516e+00,-7.634259108252e+00,6.290000000000e-03,-4.707000000000e-02,2.223331173466e+00,2.796033539634e-05
5.660652779361e+00,-7.634135796825e+00,6.630000000000e-02,3.282000000000e-02,8.984811057312e-01,1.437222181564e-04
1.997134215235e+00,-7.607570487946e+00,-2.880000000000e-03,-5.804000000000e-02,2.485124854607e+00,6.478260655660e-05
4.133858796477e+00,-7.603299892519e+00,2.181000000000e-02,-3.273000000000e-02,1.725709990495e+00,7.068753437357e-05
4.603926434746e+00,-7.597924399539e+00,2.716000000000e-02,-2.358000000000e-02,1.502902622315e+00,1.186211855520e-04
3.671669330177e+00,-7.573070729804e+00,1.667000000000e-02,-4.087000000000e-02,1.958345152981e+00,4.393626791138e-05
1.250000040003e-01,-7.558832776497e+00,7.200000000000e-03,-7.610300000000e-01,2.773042390749e+00,2.182236675551e-03
3.750000120003e-01,-7.554811493883e+00,1.422000000000e-02,-6.495000000000e-01,2.770858578559e+00,2.146132177588e-03
5.079392278518e+00,-7.554347953191e+00,3.578000000000e-02,-8.100000000000e-03,1.291668268242e+00,1.822235795368e-04
6.250000200002e-01,-7.546752873095e+00,1.137000000000e-02,-4.977600000000e-01,2.761418188494e+00,1.833029251075e-03
8.750000280002e-01,-7.534656914131e+00,8.480000000000e-03,-3.507400000000e-01,2.748249745698e+00,1.212855795009e-03
2.390639992760e+00,-7.519725371288e+00,1.800000000000e-04,-5.104000000000e-02,2.465709931870e+00,3.091734665338e-05
3.219657790943e+00,-7.509975115746e+00,1.076000000000e-02,-4.635000000000e-02,2.198925471707e+00,3.071606870417e-05
6.165525191818e+00,-7.508146360257e+00,9.773000000000e-02,6.938000000000e-02,6.998368751066e-01,5.468573301689e-05
1.195137977718e+00,-7.504612598116e+00,-4.100000000000e-04,-1.940500000000e-01,2.740114255093e+00,5.434468499141e-04
6.802501793730e+00,-7.502468758303e+00,1.383700000000e-01,1.181400000000e-01,2.999004366124e-01,2.868364450862e-04
5.557604632965e+00,-7.470127155424e+00,4.977000000000e-02,1.341000000000e-02,1.092113849098e+00,1.782824171075e-04
1.584322964028e+00,-7.449488626465e+00,-6.680000000000e-03,-9.131000000000e-02,2.726839434999e+00,1.826461712932e-04
2.779935903469e+00,-7.416881711388e+00,4.930000000000e-03,-5.050000000000e-02,2.442505645168e+00,2.546453386713e-05
4.523117949465e+00,-7.413568922911e+00,2.657000000000e-02,-2.908000000000e-02,1.704031760987e+00,8.242992797252e-05
4.061028385279e+00,-7.409121073720e+00,2.101000000000e-02,-3.677000000000e-02,1.932978990982e+00,5.257167296728e-05
4.991176418758e+00,-7.380818752194e+00,3.379000000000e-02,-1.535000000000e-02,1.486134961266e+00,1.301182673707e-04
1.970980003630e+00,-7.380163674122e+00,-4.310000000000e-03,-6.145000000000e-02,2.708806841255e+00,6.424803900976e-05
3.607338152816e+00,-7.370098115374e+00,1.541000000000e-02,-4.449000000000e-02,2.171185425785e+00,3.539866956556e-05
6.673515479838e+00,-7.349707555775e+00,1.249300000000e-01,1.051500000000e-01,4.998340610208e-01,1.914053615254e-04
6.045298781227e+00,-7.348374743492e+00,7.171000000000e-02,4.248000000000e-02,8.983474487474e-01,9.160358247374e-05
1.250000040003e-01,-7.322661599243e+00,7.530000000000e-03,-7.785100000000e-01,3.009213567986e+00,2.245650814250e-03
3.750000120003e-01,-7.318962019239e+00,1.317000000000e-02,-6.578700000000e-01,3.005820719863e+00,2.198256011605e-03
