r_cg,z_cg,ur_les,uz_les,yw,nut
3.126088555341e-02,-1.030822467585e+01,2.025000000000e-02,-1.848000000000e-02,2.499503828142e-02,5.389096517055e-04
9.378162001639e-02,-1.030782894229e+01,5.443000000000e-02,-1.634000000000e-02,2.502613598221e-02,5.907994084171e-04
1.562992436579e-01,-1.030707770011e+01,8.645000000000e-02,-1.525000000000e-02,2.504811884581e-02,6.610602738690e-04
2.188116838531e-01,-1.030597097347e+01,1.162000000000e-01,-1.312000000000e-02,2.506098749404e-02,7.428240547527e-04
2.813168681212e-01,-1.030450879866e+01,1.461500000000e-01,-1.260000000000e-02,2.506474284915e-02,8.298552310046e-04
3.438127228981e-01,-1.030269122403e+01,1.773900000000e-01,-1.073000000000e-02,2.505938611810e-02,9.144911892841e-04
4.062971757220e-01,-1.030051831004e+01,2.072400000000e-01,-6.900000000000e-03,2.504491898002e-02,9.922211170092e-04
4.687681542869e-01,-1.029799012923e+01,2.352000000000e-01,-3.770000000000e-03,2.502134310483e-02,1.061214582144e-03
5.312900999719e-01,-1.029506289800e+01,2.609700000000e-01,-6.200000000000e-04,2.502884510987e-02,1.122675605220e-03
5.938608984255e-01,-1.029173593650e+01,2.834200000000e-01,3.650000000000e-03,2.506760659127e-02,1.176497728522e-03
6.564119160837e-01,-1.028805244561e+01,3.023400000000e-01,7.550000000000e-03,2.509722712193e-02,1.221291751310e-03
7.189410696646e-01,-1.028401254701e+01,3.200300000000e-01,1.066000000000e-02,2.511770975499e-02,1.257554644028e-03
7.814462764669e-01,-1.027961637457e+01,3.363700000000e-01,1.479000000000e-02,2.512905786412e-02,1.285941257665e-03
8.439254546459e-01,-1.027486407434e+01,3.503700000000e-01,1.899000000000e-02,2.513127518764e-02,1.307195825655e-03
9.063765228605e-01,-1.026975580455e+01,3.626000000000e-01,2.280000000000e-02,2.512436583933e-02,1.322116538202e-03
9.687974006469e-01,-1.026429173562e+01,3.721800000000e-01,2.709000000000e-02,2.510833432437e-02,1.333043972422e-03
3.126032737119e-02,-1.025818901942e+01,2.057000000000e-02,-7.556000000000e-02,7.505348464794e-02,4.322799363733e-03
