r_cg,z_cg,ur_les,uz_les,yw,nut
3.126088555341e-02,-1.030822467585e+01,2.502000000000e-02,-2.966000000000e-02,2.499503828142e-02,5.405610885744e-04
9.378162001639e-02,-1.030782894229e+01,7.232000000000e-02,-2.789000000000e-02,2.502613598221e-02,5.905784746430e-04
1.562992436579e-01,-1.030707770011e+01,1.184300000000e-01,-2.567000000000e-02,2.504811884581e-02,6.596427242419e-04
2.188116838531e-01,-1.030597097347e+01,1.631900000000e-01,-2.511000000000e-02,2.506098749404e-02,7.407730390849e-04
2.813168681212e-01,-1.030450879866e+01,2.075500000000e-01,-2.035000000000e-02,2.506474284915e-02,8.275547427962e-04
3.438127228981e-01,-1.030269122403e+01,2.453400000000e-01,-1.534000000000e-02,2.505938611810e-02,9.122836036015e-04
4.062971757220e-01,-1.030051831004e+01,2.798700000000e-01,-1.114000000000e-02,2.504491898002e-02,9.904378705905e-04
4.687681542869e-01,-1.029799012923e+01,3.135400000000e-01,-8.240000000000e-03,2.502134310483e-02,1.060166901501e-03
5.312900999719e-01,-1.029506289800e+01,3.454300000000e-01,-3.360000000000e-03,2.502884510987e-02,1.122615453141e-03
5.938608984255e-01,-1.029173593650e+01,3.733300000000e-01,2.710000000000e-03,2.506760659127e-02,1.177664116059e-03
6.564119160837e-01,-1.028805244561e+01,3.983700000000e-01,7.680000000000e-03,2.509722712193e-02,1.223908897606e-03
7.189410696646e-01,-1.028401254701e+01,4.201300000000e-01,1.293000000000e-02,2.511770975499e-02,1.261818433059e-03
7.814462764669e-01,-1.027961637457e+01,4.399200000000e-01,1.805000000000e-02,2.512905786412e-02,1.292018390634e-03
8.439254546459e-01,-1.027486407434e+01,4.571500000000e-01,2.361000000000e-02,2.513127518764e-02,1.315217798621e-03
9.063765228605e-01,-1.026975580455e+01,4.706300000000e-01,2.861000000000e-02,2.512436583933e-02,1.332179373239e-03
9.687974006469e-01,-1.026429173562e+01,4.824400000000e-01,3.347000000000e-02,2.510833432437e-02,1.345190231972e-03
3.126032737119e-02,-1.025818901942e+01,2.417000000000e-02,-1.038200000000e-01,7.505348464794e-02,4.264626445693e-03
9.377999863094e-02,-1.025773109204e+01,6.809000000000e-02,-1.007300000000e-01,7.514677541254e-02,3.881331000713e-03
1.562967185985e-01,-1.025693588725e+01,1.109400000000e-01,-9.791000000000e-02,7.521271938106e-02,3.675620011670e-03
2.188085209376e-01,-1.025580342798e+01,1.515600000000e-01,-9.579000000000e-02,7.525131839003e-02,3.443734403372e-03
