r_cg,z_cg,ur_les,uz_les,yw,nut
1.563057840600e-02,-1.032080613184e+01,1.511000000000e-02,-6.840000000000e-03,5.697511380908e-06,8.132892737685e-05
4.689160350497e-02,-1.032070605820e+01,3.002000000000e-02,-7.200000000000e-03,5.697511030128e-06,1.374240340954e-04
7.815223419314e-02,-1.032051596488e+01,4.651000000000e-02,-7.370000000000e-03,5.697511008208e-06,1.815017719906e-04
1.094122093579e-01,-1.032023585343e+01,6.278000000000e-02,-6.710000000000e-03,5.697511558913e-06,2.200569792109e-04
1.406712659503e-01,-1.031986572612e+01,7.802000000000e-02,-6.310000000000e-03,5.697511012826e-06,2.585665323992e-04
1.719291403454e-01,-1.031940558605e+01,9.307000000000e-02,-5.710000000000e-03,5.697510858623e-06,2.968005970790e-04
2.031855710442e-01,-1.031885543702e+01,1.073800000000e-01,-5.070000000000e-03,5.697511025405e-06,3.338467755637e-04
2.344402963083e-01,-1.031821528362e+01,1.223000000000e-01,-4.270000000000e-03,5.697511417017e-06,3.691837291483e-04
2.656930533366e-01,-1.031748513121e+01,1.362200000000e-01,-3.280000000000e-03,5.697511341581e-06,4.025866798719e-04
2.969435787799e-01,-1.031666498592e+01,1.497400000000e-01,-2.380000000000e-03,5.697511033730e-06,4.339704955263e-04
3.281916101026e-01,-1.031575485466e+01,1.629800000000e-01,-1.520000000000e-03,5.697510955925e-06,4.633186436594e-04
3.594368862666e-01,-1.031475474504e+01,1.760600000000e-01,-8.100000000000e-04,5.697511607694e-06,4.906522744012e-04
3.906791450959e-01,-1.031366466546e+01,1.893000000000e-01,3.200000000000e-04,5.697511533025e-06,5.160132040196e-04
4.219181224074e-01,-1.031248462519e+01,2.016500000000e-01,1.830000000000e-03,5.697510910071e-06,5.394529315162e-04
4.531535561027e-01,-1.031121463415e+01,2.129500000000e-01,3.220000000000e-03,5.697511146672e-06,5.610277930912e-04
4.843851852608e-01,-1.030985470301e+01,2.226300000000e-01,4.470000000000e-03,5.697511447490e-06,5.808195469985e-04
5.156464351128e-01,-1.030839307843e+01,2.329300000000e-01,5.880000000000e-03,5.722438965086e-06,5.994140003480e-04
5.469370329689e-01,-1.030682957599e+01,2.424400000000e-01,7.270000000000e-03,5.722438970771e-06,6.168459890773e-04
5.782230179604e-01,-1.030517577691e+01,2.506000000000e-01,8.830000000000e-03,5.722438877721e-06,6.327174912045e-04
6.095041262047e-01,-1.030343169506e+01,2.590300000000e-01,1.025000000000e-02,5.722438918699e-06,6.470854118601e-04
6.407800939137e-01,-1.030159734507e+01,2.660500000000e-01,1.153000000000e-02,5.722438861712e-06,6.600113624355e-04
6.720506573744e-01,-1.029967274234e+01,2.726300000000e-01,1.291000000000e-02,5.722438952044e-06,6.715564454409e-04
7.033155528666e-01,-1.029765790306e+01,2.785200000000e-01,1.439000000000e-02,5.722438899249e-06,6.817811261047e-04
1.563043719319e-02,-1.029579664758e+01,1.816000000000e-02,-3.528000000000e-02,2.500948425577e-02,1.481411726576e-03
4.689118320105e-02,-1.029567874653e+01,3.714000000000e-02,-3.678000000000e-02,2.502731167360e-02,1.291113837459e-03
7.345745167250e-01,-1.029555284417e+01,2.841400000000e-01,1.563000000000e-02,5.722439000369e-06,6.907457772372e-04
7.815154478319e-02,-1.029547310478e+01,5.663000000000e-02,-3.769000000000e-02,2.504286011530e-02,1.260827621935e-03
1.094112674375e-01,-1.029517972382e+01,7.653000000000e-02,-3.648000000000e-02,2.505612961885e-02,1.219234513977e-03
1.406700947743e-01,-1.029479860591e+01,9.625000000000e-02,-3.557000000000e-02,2.506712024168e-02,1.172592260046e-03
1.719277698430e-01,-1.029432975403e+01,1.152200000000e-01,-3.461000000000e-02,2.507583206065e-02,1.125170417252e-03
2.031840377646e-01,-1.029377317190e+01,1.341200000000e-01,-3.369000000000e-02,2.508226517127e-02,1.078637509662e-03
7.658272853794e-01,-1.029335758339e+01,2.897800000000e-01,1.702000000000e-02,5.722439001123e-06,6.985110600951e-04
2.344386434271e-01,-1.029312886399e+01,1.529300000000e-01,-3.239000000000e-02,2.508641968828e-02,1.033747962773e-03
2.656913306825e-01,-1.029239683552e+01,1.720900000000e-01,-3.079000000000e-02,2.508829574632e-02,9.906991777203e-04
2.969418428488e-01,-1.029157709248e+01,1.905800000000e-01,-2.904000000000e-02,2.508789350011e-02,9.494512011943e-04
7.970735950515e-01,-1.029107213922e+01,2.947100000000e-01,1.849000000000e-02,5.722438964267e-06,7.051382154886e-04
3.281899240367e-01,-1.029066964159e+01,2.087500000000e-01,-2.786000000000e-02,2.508521312366e-02,9.098895206298e-04
3.594353198168e-01,-1.028967449028e+01,2.266100000000e-01,-2.702000000000e-02,2.508025480966e-02,8.718791849492e-04
8.283131823062e-01,-1.028869653091e+01,2.990100000000e-01,1.993000000000e-02,5.722439028418e-06,7.106895359949e-04
3.906777746504e-01,-1.028859164673e+01,2.440900000000e-01,-2.481000000000e-02,2.507301877162e-02,8.352847251307e-04
4.219170310427e-01,-1.028742111997e+01,2.607600000000e-01,-2.162000000000e-02,2.506350524516e-02,8.000012049457e-04
8.595457838411e-01,-1.028623077848e+01,3.028100000000e-01,2.131000000000e-02,5.722439111942e-06,7.152293740063e-04
4.531528335305e-01,-1.028616291968e+01,2.767400000000e-01,-1.854000000000e-02,2.505171448463e-02,7.660294630071e-04
4.843849277985e-01,-1.028481705625e+01,2.918300000000e-01,-1.633000000000e-02,2.503764676379e-02,7.330484583333e-04
8.907711361664e-01,-1.028367490275e+01,3.049700000000e-01,2.229000000000e-02,5.722439125244e-06,7.188268573375e-04
5.156458928694e-01,-1.028335163168e+01,3.058000000000e-01,-1.349000000000e-02,2.504144675760e-02,7.024348600763e-04
5.469354629570e-01,-1.028176646622e+01,3.185700000000e-01,-1.065000000000e-02,2.506310982253e-02,6.735249942775e-04
9.219889754899e-01,-1.028102892530e+01,3.083400000000e-01,2.361000000000e-02,5.722438875170e-06,7.215608134607e-04
5.782205369614e-01,-1.028009329011e+01,3.307800000000e-01,-8.270000000000e-03,2.508248692679e-02,6.454473241358e-04
6.095008576805e-01,-1.027833211686e+01,3.431600000000e-01,-6.060000000000e-03,2.509957840777e-02,6.181341683034e-04
9.531990386460e-01,-1.027829286849e+01,3.095200000000e-01,2.489000000000e-02,5.722438976543e-06,7.235142332262e-04
6.407761680045e-01,-1.027648296075e+01,3.551100000000e-01,-3.750000000000e-03,2.511438462336e-02,5.915532037180e-04
9.844010626959e-01,-1.027546675539e+01,3.104400000000e-01,2.603000000000e-02,5.722438990249e-06,7.250698728002e-04
6.720462108966e-01,-1.027454583678e+01,3.664000000000e-01,-1.240000000000e-03,2.512690595215e-02,5.656689486481e-04
7.033107293130e-01,-1.027252076073e+01,3.771900000000e-01,1.660000000000e-03,2.513714279395e-02,5.404500916772e-04
1.032919324465e+00,-1.027084083144e+01,3.128600000000e-01,2.796000000000e-02,2.557662592723e-05,7.228365495888e-04
1.563029598038e-02,-1.027078716333e+01,1.820000000000e-02,-6.562000000000e-02,5.001896851155e-02,3.344755022996e-03
4.689076289713e-02,-1.027065143486e+01,3.721000000000e-02,-6.716000000000e-02,5.005462334715e-02,2.980791418219e-03
