r_cg,z_cg,ur_les,uz_les,yw,nut
3.126088555341e-02,-1.030822467585e+01,1.362000000000e-02,-1.856000000000e-02,2.499503828142e-02,0.000000000000e+00
9.378162001639e-02,-1.030782894229e+01,4.830000000000e-02,-1.952000000000e-02,2.502613598221e-02,1.000000000000e+00
1.562992436579e-01,-1.030707770011e+01,8.350000000000e-02,-1.752000000000e-02,2.504811884581e-02,2.000000000000e+00
2.188116838531e-01,-1.030597097347e+01,1.170300000000e-01,-1.580000000000e-02,2.506098749404e-02,3.000000000000e+00
2.813168681212e-01,-1.030450879866e+01,1.488600000000e-01,-1.348000000000e-02,2.506474284915e-02,4.000000000000e+00
3.438127228981e-01,-1.030269122403e+01,1.779900000000e-01,-1.043000000000e-02,2.505938611810e-02,5.000000000000e+00
4.062971757220e-01,-1.030051831004e+01,2.068600000000e-01,-8.620000000000e-03,2.504491898002e-02,6.000000000000e+00
4.687681542869e-01,-1.029799012923e+01,2.352600000000e-01,-6.170000000000e-03,2.502134310483e-02,7.000000000000e+00
5.312900999719e-01,-1.029506289800e+01,2.628200000000e-01,-3.580000000000e-03,2.502884510987e-02,3.232000000000e+03
5.938608984255e-01,-1.029173593650e+01,2.888500000000e-01,1.160000000000e-03,2.506760659127e-02,3.233000000000e+03
6.564119160837e-01,-1.028805244561e+01,3.122200000000e-01,5.360000000000e-03,2.509722712193e-02,3.234000000000e+03
7.189410696646e-01,-1.028401254701e+01,3.339900000000e-01,8.860000000000e-03,2.511770975499e-02,3.235000000000e+03
7.814462764669e-01,-1.027961637457e+01,3.521000000000e-01,1.400000000000e-02,2.512905786412e-02,3.236000000000e+03
8.439254546459e-01,-1.027486407434e+01,3.674600000000e-01,1.817000000000e-02,2.513127518764e-02,3.237000000000e+03
9.063765228605e-01,-1.026975580455e+01,3.816200000000e-01,2.192000000000e-02,2.512436583933e-02,3.238000000000e+03
9.687974006469e-01,-1.026429173562e+01,3.934300000000e-01,2.661000000000e-02,2.510833432437e-02,3.239000000000e+03
3.126032737119e-02,-1.025818901942e+01,1.437000000000e-02,-7.708000000000e-02,7.505348464794e-02,8.000000000000e+00
9.377999863094e-02,-1.025773109204e+01,5.036000000000e-02,-7.739000000000e-02,7.514677541254e-02,9.000000000000e+00
1.562967185985e-01,-1.025693588725e+01,8.494000000000e-02,-7.416000000000e-02,7.521271938106e-02,1.000000000000e+01
2.188085209376e-01,-1.025580342798e+01,1.194700000000e-01,-7.113000000000e-02,7.525131839003e-02,1.100000000000e+01
1.065730287660e+00,-1.025488844912e+01,4.052100000000e-01,3.309000000000e-02,2.501621226167e-02,4.672000000000e+03
