r_cg,z_cg,ur_les,uz_les,yw,nut
3.126088555341e-02,-1.030822467585e+01,9.440000000000e-03,-1.241000000000e-02,2.279003261413e-05,1.850308701107e-04
9.378162001639e-02,-1.030782894229e+01,3.555000000000e-02,-1.217000000000e-02,2.279003279571e-05,2.510476341217e-04
1.562992436579e-01,-1.030707770011e+01,6.154000000000e-02,-1.144000000000e-02,2.279003163081e-05,3.163489055205e-04
2.188116838531e-01,-1.030597097347e+01,8.719000000000e-02,-1.029000000000e-02,2.279003277063e-05,3.773980646407e-04
2.813168681212e-01,-1.030450879866e+01,1.114900000000e-01,-8.600000000000e-03,2.279003260445e-05,4.353109456553e-04
3.438127228981e-01,-1.030269122403e+01,1.355400000000e-01,-7.140000000000e-03,2.279003278226e-05,4.880856139498e-04
4.062971757220e-01,-1.030051831004e+01,1.591200000000e-01,-5.600000000000e-03,2.279003273777e-05,5.339315118524e-04
4.687681542869e-01,-1.029799012923e+01,1.824800000000e-01,-3.310000000000e-03,2.279003266875e-05,5.720777353400e-04
5.312900999719e-01,-1.029506289800e+01,2.034600000000e-01,-3.800000000000e-04,2.288974347774e-05,6.041942581042e-04
5.938608984255e-01,-1.029173593650e+01,2.218300000000e-01,3.000000000000e-03,2.288974339010e-05,6.299242928002e-04
6.564119160837e-01,-1.028805244561e+01,2.371000000000e-01,6.340000000000e-03,2.288974340183e-05,6.483076070032e-04
7.189410696646e-01,-1.028401254701e+01,2.504400000000e-01,9.010000000000e-03,2.288974358974e-05,6.598337980130e-04
7.814462764669e-01,-1.027961637457e+01,2.628100000000e-01,1.180000000000e-02,2.288974371795e-05,6.650884510456e-04
8.439254546459e-01,-1.027486407434e+01,2.740000000000e-01,1.468000000000e-02,2.288974407305e-05,6.646594318433e-04
9.063765228605e-01,-1.026975580455e+01,2.831200000000e-01,1.782000000000e-02,2.288974378752e-05,6.592891671437e-04
9.687974006469e-01,-1.026429173562e+01,2.905400000000e-01,2.110000000000e-02,2.288974354519e-05,6.502756550514e-04
3.126032737119e-02,-1.025818901942e+01,1.254000000000e-02,-6.185000000000e-02,5.003565643203e-02,2.974402408270e-03
9.377999863094e-02,-1.025773109204e+01,4.410000000000e-02,-6.093000000000e-02,5.009785027506e-02,2.757542308497e-03
1.562967185985e-01,-1.025693588725e+01,7.473000000000e-02,-5.904000000000e-02,5.014181292071e-02,2.638771210786e-03
2.188085209376e-01,-1.025580342798e+01,1.048900000000e-01,-5.716000000000e-02,5.016754559332e-02,2.491129466165e-03
1.065730287660e+00,-1.025488844912e+01,2.976900000000e-01,2.567000000000e-02,1.023062588536e-04,6.184752135888e-04
2.813134394484e-01,-1.025433374864e+01,1.355400000000e-01,-5.483000000000e-02,5.017505013521e-02,2.345493989267e-03
3.438095069033e-01,-1.025252689511e+01,1.656400000000e-01,-5.220000000000e-02,5.016432901427e-02,2.215093277675e-03
4.062947571209e-01,-1.025038292476e+01,1.946200000000e-01,-4.958000000000e-02,5.013538533136e-02,2.107100332327e-03
4.687672240671e-01,-1.024790190641e+01,2.212100000000e-01,-4.494000000000e-02,5.008822283254e-02,2.027865909667e-03
5.312880444349e-01,-1.024495948456e+01,2.464600000000e-01,-4.009000000000e-02,5.010341348582e-02,1.985307048182e-03
5.938552123012e-01,-1.024155501424e+01,2.704000000000e-01,-3.361000000000e-02,5.018092259089e-02,1.976209898171e-03
1.197104477043e+00,-1.024091235971e+01,3.045900000000e-01,3.096000000000e-02,1.023062584867e-04,5.750178435840e-04
6.564036137717e-01,-1.023781229807e+01,2.931200000000e-01,-2.697000000000e-02,5.024014822096e-02,1.994455641553e-03
7.189312723998e-01,-1.023373145152e+01,3.145300000000e-01,-2.176000000000e-02,5.028109643740e-02,2.035155948950e-03
7.814362122891e-01,-1.022931260159e+01,3.334900000000e-01,-1.590000000000e-02,5.030377398458e-02,2.092083874586e-03
1.328296005625e+00,-1.022531451688e+01,3.076400000000e-01,3.579000000000e-02,1.023062580325e-04,5.290028954773e-04
8.439164583563e-01,-1.022455588683e+01,3.503700000000e-01,-9.840000000000e-03,5.030818831329e-02,2.158596017479e-03
9.063700359959e-01,-1.021946145736e+01,3.655300000000e-01,-3.480000000000e-03,5.029434760926e-02,2.228424289615e-03
9.687949714343e-01,-1.021402947485e+01,3.796000000000e-01,3.030000000000e-03,5.026226082168e-02,2.303107092329e-03
3.125976918897e-02,-1.020815336299e+01,1.211000000000e-02,-1.117600000000e-01,1.000713128644e-01,5.646687657093e-03
1.459284854873e+00,-1.020809730060e+01,3.058900000000e-01,3.998000000000e-02,1.023062594553e-04,4.833795632531e-04
9.377837724549e-02,-1.020763324179e+01,4.175000000000e-02,-1.098800000000e-01,1.001957005503e-01,5.246324063802e-03
1.562941935392e-01,-1.020679407439e+01,7.096000000000e-02,-1.072500000000e-01,1.002836258415e-01,5.020959776535e-03
2.188053580221e-01,-1.020563588249e+01,1.003300000000e-01,-1.057700000000e-01,1.003350911867e-01,4.744959047921e-03
1.065378315018e+00,-1.020465352508e+01,3.992100000000e-01,1.268000000000e-02,5.023615708035e-02,2.393302342050e-03
2.813100107755e-01,-1.020415869862e+01,1.291600000000e-01,-1.033300000000e-01,1.003501002704e-01,4.456621788548e-03
3.438062909086e-01,-1.020236256620e+01,1.572400000000e-01,-9.965000000000e-02,1.003286580284e-01,4.160470118965e-03
4.062923385197e-01,-1.020024753949e+01,1.834100000000e-01,-9.439000000000e-02,1.002707706626e-01,3.860001864938e-03
4.687662938472e-01,-1.019781368358e+01,2.087800000000e-01,-8.828000000000e-02,1.001764456649e-01,3.557556833664e-03
5.312859888979e-01,-1.019485607111e+01,2.326500000000e-01,-8.209000000000e-02,1.002068269715e-01,3.262931017274e-03
5.938495261768e-01,-1.019137409197e+01,2.547300000000e-01,-7.432000000000e-02,1.003618451816e-01,2.973630864546e-03
1.196048730962e+00,-1.019069575663e+01,4.211500000000e-01,2.390000000000e-02,5.022769977092e-02,2.432023070746e-03
1.590051036844e+00,-1.018926333795e+01,2.992400000000e-01,4.361000000000e-02,1.023062597330e-04,4.394285687950e-04
6.563953114597e-01,-1.018757215054e+01,2.758300000000e-01,-6.674000000000e-02,1.004802964417e-01,2.697991973279e-03
7.189214751349e-01,-1.018345035604e+01,2.947800000000e-01,-5.902000000000e-02,1.005621928746e-01,2.441555575025e-03
7.814261481113e-01,-1.017900882862e+01,3.121800000000e-01,-5.158000000000e-02,1.006075479690e-01,2.211995880728e-03
1.326536895901e+00,-1.017512594098e+01,4.372700000000e-01,3.450000000000e-02,5.021939484122e-02,2.424643079995e-03
8.439074620668e-01,-1.017424769932e+01,3.289700000000e-01,-4.403000000000e-02,1.006163766265e-01,2.020082525566e-03
9.063635491312e-01,-1.016916711017e+01,3.445900000000e-01,-3.631000000000e-02,1.005886952184e-01,1.878803056288e-03
1.720574596455e+00,-1.016881550292e+01,2.903400000000e-01,4.655000000000e-02,1.023062583145e-04,3.978646397791e-04
9.687925422216e-01,-1.016376721409e+01,3.590800000000e-01,-2.851000000000e-02,1.005245216430e-01,1.808367857929e-03
3.125921100674e-02,-1.015811770656e+01,1.116000000000e-02,-1.581200000000e-01,1.501069692967e-01,4.993369596343e-03
1.456822923476e+00,-1.015794645062e+01,4.478100000000e-01,4.503000000000e-02,5.021124236317e-02,2.367809865873e-03
9.377675586004e-02,-1.015753539154e+01,3.905000000000e-02,-1.561400000000e-01,1.502935508258e-01,4.805535612464e-03
1.562916684798e-01,-1.015665226154e+01,6.731000000000e-02,-1.535200000000e-01,1.504254387627e-01,4.655014550791e-03
2.188021951066e-01,-1.015546833699e+01,9.489000000000e-02,-1.516900000000e-01,1.505026367805e-01,4.437546963866e-03
1.065026342375e+00,-1.015441860103e+01,3.797900000000e-01,-1.668000000000e-02,1.004723141603e-01,1.797001889615e-03
2.813065821027e-01,-1.015398364860e+01,1.211300000000e-01,-1.485200000000e-01,1.505251504061e-01,4.207027094914e-03
3.438030749138e-01,-1.015219823729e+01,1.466000000000e-01,-1.433400000000e-01,1.504929870432e-01,3.968002186261e-03
4.062899199186e-01,-1.015011215422e+01,1.708600000000e-01,-1.364700000000e-01,1.504061559945e-01,3.725514561869e-03
4.687653636274e-01,-1.014772546076e+01,1.938400000000e-01,-1.291400000000e-01,1.502646684979e-01,3.480384477833e-03
1.850835616942e+00,-1.014675691556e+01,2.780100000000e-01,4.851000000000e-02,1.023062599108e-04,3.593147135314e-04
5.312839333608e-01,-1.014475265767e+01,2.151300000000e-01,-1.205600000000e-01,1.503102404576e-01,3.244604513994e-03
5.938438400524e-01,-1.014119316970e+01,2.348000000000e-01,-1.119100000000e-01,1.505427677729e-01,3.012957428435e-03
1.194992984881e+00,-1.014047915356e+01,4.023600000000e-01,-2.530000000000e-03,1.004553995418e-01,1.951658209730e-03
1.586886957844e+00,-1.013915990341e+01,4.537500000000e-01,5.517000000000e-02,5.020324241218e-02,2.277859568523e-03
6.563870091478e-01,-1.013733200300e+01,2.531500000000e-01,-1.031900000000e-01,1.507204446630e-01,2.792029769636e-03
7.189116778701e-01,-1.013316926056e+01,2.699000000000e-01,-9.447000000000e-02,1.508432893122e-01,2.581967281013e-03
7.814160839335e-01,-1.012870505564e+01,2.865100000000e-01,-8.653000000000e-02,1.509113219537e-01,2.381619002495e-03
1.324777786177e+00,-1.012493736508e+01,4.191000000000e-01,1.071000000000e-02,1.004387896824e-01,2.208768688946e-03
8.438984657773e-01,-1.012393951181e+01,3.017900000000e-01,-7.735000000000e-02,1.509245649398e-01,2.188437918077e-03
1.980814221332e+00,-1.012309094175e+01,2.653500000000e-01,4.985000000000e-02,1.023062590017e-04,3.240700573960e-04
