r_cg,z_cg,ur_les,uz_les,yw,nut
6.252020286136e-02,-1.028290683193e+01,3.233000000000e-02,-4.815000000000e-02,4.997103704415e-02,2.386055876810e-03
1.875525269899e-01,-1.028136040851e+01,1.044100000000e-01,-4.469000000000e-02,5.005897591685e-02,2.108896716655e-03
3.125606093729e-01,-1.027842860149e+01,1.691600000000e-01,-3.710000000000e-02,5.007401229245e-02,2.082413997137e-03
4.375282932444e-01,-1.027411178783e+01,2.310600000000e-01,-3.265000000000e-02,5.001616580770e-02,2.157918854352e-03
5.625689991599e-01,-1.026824147234e+01,2.901200000000e-01,-2.473000000000e-02,5.004616362720e-02,2.255113849067e-03
6.876663884244e-01,-1.026081538385e+01,3.417800000000e-01,-1.375000000000e-02,5.016468287910e-02,2.332639621740e-03
8.126745066520e-01,-1.025200050378e+01,3.834600000000e-01,-1.190000000000e-03,5.021012020936e-02,2.372277163562e-03
9.375771253876e-01,-1.024179797056e+01,4.180300000000e-01,9.470000000000e-03,5.018253579608e-02,2.381527073530e-03
1.131022334664e+00,-1.022238301592e+01,4.553100000000e-01,2.941000000000e-02,4.982078150298e-02,2.300021432588e-03
1.392682075739e+00,-1.019121773367e+01,4.798200000000e-01,4.980000000000e-02,4.980404922441e-02,2.150960645989e-03
6.251807645492e-02,-1.018278244109e+01,2.702000000000e-02,-1.568400000000e-01,1.501865862930e-01,6.555944221726e-03
1.875469984647e-01,-1.018106016476e+01,8.685000000000e-02,-1.497000000000e-01,1.504503658567e-01,6.002346956719e-03
3.125542304916e-01,-1.017809833467e+01,1.462400000000e-01,-1.440200000000e-01,1.504954005212e-01,5.339404857916e-03
4.375253164819e-01,-1.017389728813e+01,2.029700000000e-01,-1.347700000000e-01,1.503217496153e-01,4.612173301798e-03
5.625617379852e-01,-1.016796627989e+01,2.502600000000e-01,-1.165200000000e-01,1.504127890711e-01,3.975504344209e-03
6.876488761692e-01,-1.016030327786e+01,2.914400000000e-01,-9.769000000000e-02,1.507681612840e-01,3.456108984909e-03
1.653492402997e+00,-1.015360009227e+01,4.823800000000e-01,6.791000000000e-02,4.978793132587e-02,1.994150984906e-03
8.126561402676e-01,-1.015139767283e+01,3.251200000000e-01,-7.904000000000e-02,1.509042489472e-01,3.072199671293e-03
9.375690100836e-01,-1.014125048340e+01,3.507500000000e-01,-6.064000000000e-02,1.508212312324e-01,2.783430380142e-03
