x_cg,y_cg,u_dns,v_dns,yw,nut,u_baseline,v_baseline,map_dist
1.250000000003e-02,9.625000000000e-01,2.496710000000e-04,2.491840000000e-03,1.250000000003e-02,5.414470981708e-06,-8.368409388603e-04,-3.692237731369e-03,2.007938246063e-04
1.250000000003e-02,5.125000000000e-01,3.379490000000e-04,-1.147140000000e-02,1.250000000003e-02,1.874014631917e-05,-4.407655990557e-04,-1.936162600573e-02,3.466949811842e-04
1.250000000003e-02,5.375000000001e-01,2.760920000000e-04,-1.199590000000e-02,1.250000000003e-02,1.785266294171e-05,-4.180810613166e-04,-1.840711148492e-02,1.071487825465e-03
1.250000000003e-02,5.625000000001e-01,2.173790000000e-04,-1.247390000000e-02,1.250000000003e-02,1.701228981533e-05,-3.931403221605e-04,-1.750236120657e-02,1.345999999670e-04
1.250000000003e-02,5.875000000001e-01,1.658600000000e-04,-1.281730000000e-02,1.250000000003e-02,1.621744805659e-05,-3.669417767798e-04,-1.664661139628e-02,1.345999999670e-04
1.250000000003e-02,6.125000000002e-01,1.121560000000e-04,-1.306940000000e-02,1.250000000003e-02,1.546454181610e-05,-3.403417346096e-04,-1.583728494947e-02,1.345999999670e-04
1.250000000003e-02,6.375000000002e-01,5.968740000000e-05,-1.321220000000e-02,1.250000000003e-02,1.474848502687e-05,-3.141054271256e-04,-1.507043338179e-02,1.345999999670e-04
1.250000000003e-02,6.625000000001e-01,-3.773080000000e-06,-1.324610000000e-02,1.250000000003e-02,1.406321330016e-05,-2.889213239182e-04,-1.434106277181e-02,1.071487825286e-03
1.250000000003e-02,6.875000000000e-01,-6.846320000000e-05,-1.317130000000e-02,1.250000000003e-02,1.340217365966e-05,-2.653944601288e-04,-1.364333266322e-02,3.466949812395e-04
1.250000000003e-02,7.125000000000e-01,-1.544830000000e-04,-1.292330000000e-02,1.250000000003e-02,1.275871751342e-05,-2.440561331024e-04,-1.297056969263e-02,3.399165987414e-03
1.250000000003e-02,7.375000000000e-01,-2.260360000000e-04,-1.263150000000e-02,1.250000000003e-02,1.212620937010e-05,-2.254611912780e-04,-1.231497744273e-02,1.458225346104e-03
1.250000000003e-02,7.625000000001e-01,-3.479730000000e-04,-1.203500000000e-02,1.250000000003e-02,1.149760410250e-05,-2.104440942465e-04,-1.166697560226e-02,1.577253755679e-03
1.250000000003e-02,7.875000000001e-01,-4.939090000000e-04,-1.125240000000e-02,1.250000000003e-02,1.086459264603e-05,-2.004795844101e-04,-1.101438173159e-02,2.158700398266e-03
1.250000000003e-02,8.125000000001e-01,-6.755550000000e-04,-1.028350000000e-02,1.250000000003e-02,1.021725200205e-05,-1.979989500411e-04,-1.034168531456e-02,5.269795155775e-04
1.250000000003e-02,8.375000000002e-01,-9.065150000000e-04,-9.117580000000e-03,1.250000000003e-02,9.544670204089e-06,-2.070091191663e-04,-9.628221316775e-03,3.171857210059e-03
1.250000000003e-02,8.625000000002e-01,-1.256650000000e-03,-7.162610000000e-03,1.250000000003e-02,8.833565174559e-06,-2.349293038616e-04,-8.841528182721e-03,2.603981069598e-03
