r_cg,z_cg,ur_les,uz_les,yw,nut
1.563057840600e-02,-1.032080613184e+01,1.894000000000e-02,-1.036000000000e-02,5.697511380908e-06,8.252730080875e-05
4.689160350497e-02,-1.032070605820e+01,4.040000000000e-02,-1.045000000000e-02,5.697511030128e-06,1.386569376445e-04
7.815223419314e-02,-1.032051596488e+01,6.115000000000e-02,-9.580000000000e-03,5.697511008208e-06,1.825314189416e-04
1.094122093579e-01,-1.032023585343e+01,8.064000000000e-02,-8.980000000000e-03,5.697511558913e-06,2.209364388860e-04
1.406712659503e-01,-1.031986572612e+01,9.950000000000e-02,-8.390000000000e-03,5.697511012826e-06,2.593904949689e-04
1.719291403454e-01,-1.031940558605e+01,1.186600000000e-01,-7.590000000000e-03,5.697510858623e-06,2.976424435514e-04
2.031855710442e-01,-1.031885543702e+01,1.362900000000e-01,-6.760000000000e-03,5.697511025405e-06,3.347681353967e-04
2.344402963083e-01,-1.031821528362e+01,1.546600000000e-01,-5.980000000000e-03,5.697511417017e-06,3.702407185244e-04
2.656930533366e-01,-1.031748513121e+01,1.720000000000e-01,-4.730000000000e-03,5.697511341581e-06,4.038322054475e-04
2.969435787799e-01,-1.031666498592e+01,1.885900000000e-01,-3.500000000000e-03,5.697511033730e-06,4.354550181370e-04
3.281916101026e-01,-1.031575485466e+01,2.049300000000e-01,-2.230000000000e-03,5.697510955925e-06,4.650904866550e-04
3.594368862666e-01,-1.031475474504e+01,2.205900000000e-01,-8.600000000000e-04,5.697511607694e-06,4.927577836767e-04
3.906791450959e-01,-1.031366466546e+01,2.362900000000e-01,3.800000000000e-04,5.697511533025e-06,5.184968575837e-04
4.219181224074e-01,-1.031248462519e+01,2.509200000000e-01,2.070000000000e-03,5.697510910071e-06,5.423575731399e-04
4.531535561027e-01,-1.031121463415e+01,2.645100000000e-01,3.670000000000e-03,5.697511146672e-06,5.643950101624e-04
4.843851852608e-01,-1.030985470301e+01,2.761500000000e-01,5.320000000000e-03,5.697511447490e-06,5.846898289708e-04
5.156464351128e-01,-1.030839307843e+01,2.881100000000e-01,6.940000000000e-03,5.722438965086e-06,6.038133088397e-04
5.469370329689e-01,-1.030682957599e+01,2.995100000000e-01,8.540000000000e-03,5.722438970771e-06,6.218072194817e-04
5.782230179604e-01,-1.030517577691e+01,3.099100000000e-01,9.980000000000e-03,5.722438877721e-06,6.382738630296e-04
6.095041262047e-01,-1.030343169506e+01,3.214000000000e-01,1.169000000000e-02,5.722438918699e-06,6.532689247554e-04
6.407800939137e-01,-1.030159734507e+01,3.302100000000e-01,1.346000000000e-02,5.722438861712e-06,6.668522593179e-04
6.720506573744e-01,-1.029967274234e+01,3.381000000000e-01,1.528000000000e-02,5.722438952044e-06,6.790834872768e-04
7.033155528666e-01,-1.029765790306e+01,3.451900000000e-01,1.717000000000e-02,5.722438899249e-06,6.900218014460e-04
1.563043719319e-02,-1.029579664758e+01,2.071000000000e-02,-4.859000000000e-02,2.500948425577e-02,1.479977204210e-03
4.689118320105e-02,-1.029567874653e+01,4.426000000000e-02,-4.870000000000e-02,2.502731167360e-02,1.281754877461e-03
7.345745167250e-01,-1.029555284417e+01,3.518300000000e-01,1.875000000000e-02,5.722439000369e-06,6.997264036566e-04
7.815154478319e-02,-1.029547310478e+01,6.784000000000e-02,-4.659000000000e-02,2.504286011530e-02,1.251486661583e-03
1.094112674375e-01,-1.029517972382e+01,9.052000000000e-02,-4.471000000000e-02,2.505612961885e-02,1.210832346766e-03
1.406700947743e-01,-1.029479860591e+01,1.128800000000e-01,-4.437000000000e-02,2.506712024168e-02,1.165599390566e-03
1.719277698430e-01,-1.029432975403e+01,1.348400000000e-01,-4.267000000000e-02,2.507583206065e-02,1.119944219067e-03
2.031840377646e-01,-1.029377317190e+01,1.560900000000e-01,-4.126000000000e-02,2.508226517127e-02,1.075511184662e-03
7.658272853794e-01,-1.029335758339e+01,3.584100000000e-01,2.028000000000e-02,5.722439001123e-06,7.082568532441e-04
2.344386434271e-01,-1.029312886399e+01,1.764800000000e-01,-3.963000000000e-02,2.508641968828e-02,1.033025337545e-03
2.656913306825e-01,-1.029239683552e+01,1.971100000000e-01,-3.801000000000e-02,2.508829574632e-02,9.926493904547e-04
2.969418428488e-01,-1.029157709248e+01,2.175300000000e-01,-3.628000000000e-02,2.508789350011e-02,9.543169602364e-04
7.970735950515e-01,-1.029107213922e+01,3.643200000000e-01,2.218000000000e-02,5.722438964267e-06,7.156733618591e-04
3.281899240367e-01,-1.029066964159e+01,2.376900000000e-01,-3.384000000000e-02,2.508521312366e-02,9.178964593879e-04
3.594353198168e-01,-1.028967449028e+01,2.571700000000e-01,-3.147000000000e-02,2.508025480966e-02,8.832418177792e-04
8.283131823062e-01,-1.028869653091e+01,3.699100000000e-01,2.413000000000e-02,5.722439028418e-06,7.220372741812e-04
3.906777746504e-01,-1.028859164673e+01,2.756300000000e-01,-2.901000000000e-02,2.507301877162e-02,8.502103522037e-04
4.219170310427e-01,-1.028742111997e+01,2.932500000000e-01,-2.643000000000e-02,2.506350524516e-02,8.186947757895e-04
8.595457838411e-01,-1.028623077848e+01,3.751100000000e-01,2.582000000000e-02,5.722439111942e-06,7.274120394060e-04
4.531528335305e-01,-1.028616291968e+01,3.099300000000e-01,-2.338000000000e-02,2.505171448463e-02,7.887013522056e-04
4.843849277985e-01,-1.028481705625e+01,3.264500000000e-01,-2.103000000000e-02,2.503764676379e-02,7.599227613666e-04
8.907711361664e-01,-1.028367490275e+01,3.777800000000e-01,2.761000000000e-02,5.722439125244e-06,7.318654797391e-04
5.156458928694e-01,-1.028335163168e+01,3.422200000000e-01,-1.818000000000e-02,2.504144675760e-02,7.337108789820e-04
5.469354629570e-01,-1.028176646622e+01,3.576500000000e-01,-1.602000000000e-02,2.506310982253e-02,7.094312533909e-04
9.219889754899e-01,-1.028102892530e+01,3.814500000000e-01,2.916000000000e-02,5.722438875170e-06,7.354723676280e-04
5.782205369614e-01,-1.028009329011e+01,3.730800000000e-01,-1.425000000000e-02,2.508248692679e-02,6.861782778278e-04
6.095008576805e-01,-1.027833211686e+01,3.873600000000e-01,-1.149000000000e-02,2.509957840777e-02,6.638884198876e-04
9.531990386460e-01,-1.027829286849e+01,3.835100000000e-01,3.062000000000e-02,5.722438976543e-06,7.383136878304e-04
6.407761680045e-01,-1.027648296075e+01,4.006900000000e-01,-8.520000000000e-03,2.511438462336e-02,6.425325865775e-04
9.844010626959e-01,-1.027546675539e+01,3.856700000000e-01,3.201000000000e-02,5.722438990249e-06,7.407747913203e-04
6.720462108966e-01,-1.027454583678e+01,4.130200000000e-01,-5.170000000000e-03,2.512690595215e-02,6.220749735951e-04
7.033107293130e-01,-1.027252076073e+01,4.246200000000e-01,-1.570000000000e-03,2.513714279395e-02,6.024805631755e-04
1.032919324465e+00,-1.027084083144e+01,3.888900000000e-01,3.440000000000e-02,2.557662592723e-05,7.404030664468e-04
1.563029598038e-02,-1.027078716333e+01,1.887000000000e-02,-8.563000000000e-02,5.001896851155e-02,3.316628182278e-03
4.689076289713e-02,-1.027065143486e+01,4.159000000000e-02,-8.562000000000e-02,5.005462334715e-02,2.949671802155e-03
7.815085537324e-02,-1.027043024467e+01,6.453000000000e-02,-8.405000000000e-02,5.008572023053e-02,2.840826059535e-03
7.345694662636e-01,-1.027040774911e+01,4.356300000000e-01,1.240000000000e-03,2.514509557007e-02,5.837196160736e-04
1.094103255171e-01,-1.027012359422e+01,8.859000000000e-02,-8.193000000000e-02,5.011225923759e-02,2.737827470359e-03
1.406689235984e-01,-1.026973148569e+01,1.111000000000e-01,-8.033000000000e-02,5.013424048323e-02,2.641023999848e-03
1.719263993406e-01,-1.026925392200e+01,1.326800000000e-01,-7.857000000000e-02,5.015166412113e-02,2.547942370916e-03
2.031825044850e-01,-1.026869090677e+01,1.538700000000e-01,-7.627000000000e-02,5.016453034235e-02,2.457866433210e-03
7.658221648508e-01,-1.026820681919e+01,4.458300000000e-01,4.320000000000e-03,2.515076472361e-02,5.657674944578e-04
2.344369905459e-01,-1.026804244435e+01,1.744400000000e-01,-7.449000000000e-02,5.017283937634e-02,2.371584093982e-03
2.656896080284e-01,-1.026730853983e+01,1.952000000000e-01,-7.264000000000e-02,5.017659149241e-02,2.289507463646e-03
2.969401069177e-01,-1.026648919904e+01,2.149700000000e-01,-6.960000000000e-02,5.017578699994e-02,2.211696700227e-03
