r_cg,z_cg,ur_les,uz_les,yw,nut
1.250306230691e-01,-1.023169931092e+01,7.089000000000e-02,-1.221500000000e-01,9.981124422259e-02,6.868023427622e-03
3.750306310691e-01,-1.022580603095e+01,2.127100000000e-01,-9.937000000000e-02,9.987152868329e-02,4.928495782308e-03
6.250922797242e-01,-1.021400255559e+01,3.234000000000e-01,-6.841000000000e-02,9.999148019429e-02,4.130744971278e-03
8.750922877242e-01,-1.019628314901e+01,3.985300000000e-01,-3.702000000000e-02,1.001736504329e-01,3.772832246621e-03
1.260253177964e+00,-1.015499905233e+01,4.646400000000e-01,1.053000000000e-02,9.878056513071e-02,3.293519856360e-03
1.778907474218e+00,-1.007997626505e+01,4.800400000000e-01,5.853000000000e-02,9.871562162023e-02,2.685230558175e-03
1.250238188316e-01,-1.003134759870e+01,4.934000000000e-02,-3.209500000000e-01,3.005275685108e-01,4.456209158603e-03
3.750238268316e-01,-1.002533414712e+01,1.391600000000e-01,-2.798300000000e-01,3.007078259130e-01,3.285454617797e-03
6.250717775633e-01,-1.001328837890e+01,2.066800000000e-01,-2.194800000000e-01,3.010712666116e-01,2.289027498711e-03
8.750717855633e-01,-9.995205832814e+00,2.488000000000e-01,-1.590400000000e-01,3.016159758643e-01,1.600332940991e-03
2.293228193420e+00,-9.979451825813e+00,4.558700000000e-01,8.954000000000e-02,9.865563577105e-02,2.204344674426e-03
1.254626797519e+00,-9.954256611290e+00,2.676800000000e-01,-8.212000000000e-02,3.012319098877e-01,1.066805833503e-03
1.762052010098e+00,-9.879992029987e+00,2.529600000000e-01,-1.775000000000e-02,3.010399510405e-01,7.795229883111e-04
2.801962212796e+00,-9.853670634071e+00,4.135200000000e-01,1.078200000000e-01,9.860061652048e-02,1.851942616259e-03
1.250170145941e-01,-9.830995886473e+00,3.225000000000e-02,-4.547000000000e-01,5.008792808524e-01,3.063506152465e-03
3.750170225941e-01,-9.824862263296e+00,9.078000000000e-02,-3.956500000000e-01,5.011797098541e-01,2.252687533803e-03
6.250512754024e-01,-9.812574202203e+00,1.309400000000e-01,-3.132500000000e-01,5.017854443514e-01,1.286978885821e-03
8.750512834024e-01,-9.794128516617e+00,1.522600000000e-01,-2.307100000000e-01,5.026932931056e-01,6.854989472815e-04
2.265207837253e+00,-9.780843592922e+00,2.250100000000e-01,1.581000000000e-02,3.008626492215e-01,5.067213052810e-04
1.249000417074e+00,-9.753514170247e+00,1.588000000000e-01,-1.305100000000e-01,5.020531831447e-01,9.963532506765e-04
