eddy_viscosity_aux_var,id,mixing_length_aux_var,pressure,u,v,w,x,y,yw_aux_var,z
1.1260402478535e-05,1189,0.0094541932879326,1.5026069641574,-0.00039825238560209,0.00013133957777263,-0.0035518691171574,-5.5222465770915,0.12304930005653,0.023059008019348,0.27256819873947
1.1272759655024e-05,1273,0.0094541932145396,1.5019323859657,7.0830711674617e-05,-0.0015903949055658,0.0023361532870408,-5.5222465758551,0.12304931091199,0.02305900784034,-0.27256819854152
1.3688565857862e-05,1182,0.0086573078370261,1.502618716687,0.00048361782195733,0.0051233585114495,-0.00015021435392622,-5.4933343010428,0.36849990711088,0.021115384968356,0.27258770653621
2.905690414788e-05,1259,0.0086573077139816,1.5020037777067,-0.00014241493327042,0.0005708878130106,0.0093030742671155,-5.4933342989612,0.36849992425154,0.021115384668248,-0.2725877061017
7.1295289810417e-05,1190,0.02836257541388,1.502604304044,-0.0013946131146871,0.00059548186078862,-0.0078670055520775,-5.4761935598714,0.12060196422936,0.069177013204585,0.27259174745785
0.00010896108234702,1274,0.028362575123201,1.5019393439105,0.001366610012629,-0.002641694424036,0.0078777813012629,-5.4761935592485,0.12060197352602,0.069177012495613,-0.27259174711756
1.1086642670195e-05,1217,0.0095521078482667,1.5022155002736,0.0010455309875443,0.0026401661411946,0.0044312509914969,-5.468548957829,0.12307337497646,0.023297824020163,0.81504490114393
3.783218057313e-05,1266,0.0095521076736855,1.5022120135897,-0.0015519951570858,-0.0013778646266539,0.012733760926877,-5.4685489568427,0.12307338598359,0.023297823594355,-0.81504490094599
2.040805384143e-05,1175,0.007683852668764,1.5022411295089,0.001702509902234,0.0080531154023017,0.0025233373435414,-5.4541408060744,0.61242411773819,0.018741104070156,0.27260721424726
2.6754096268595e-05,1245,0.0076838524898189,1.5018848908323,0.0002915518153196,0.0029329836478433,0.0094300737812623,-5.4541408051819,0.61242412574435,0.018741103633705,-0.27260721373546
7.2970252781734e-05,1183,0.025971905376186,1.5026173900248,-4.9506654262462e-05,0.0098079598462553,5.2632237799081e-05,-5.4517292216684,0.36125759087364,0.063346110673625,0.27260818499324
0.00018556001951427,1260,0.025971904787801,1.5020057480066,-0.00020058587959454,0.0009689520885305,0.02315715041404,-5.4517292211404,0.36125760570654,0.06334610923854,-0.27260818410715
2.0011701348886e-05,1210,0.0087450755425933,1.5021258393644,0.0017656334154381,0.0072239548745542,0.0038845268096638,-5.4393461054229,0.36855903857915,0.02132945254291,0.81506440894068
5.2239142663928e-05,1252,0.0087450751056042,1.5022984439989,-0.002363845449655,0.00064254175473113,0.018757720621622,-5.4393461040462,0.36855905616835,0.021329451477083,-0.81506440850617
0.00028243873289473,1275,0.045,1.5019379012727,0.0031871506222029,-0.0028768866423017,0.011636764550561,-5.4301405612514,0.11815470449677,0.11529499494652,-0.27261530819124
0.00016798415542452,1191,0.045,1.502602735726,-0.0022787387445683,0.00093096525578512,-0.010753884137301,-5.4301405611011,0.11815469664759,0.11529499635081,0.27261530863713
0.00018947726059434,1267,0.028656337819988,1.5022167693383,-0.0027084139928112,-0.001728564558617,0.024887340802973,-5.4220178094761,0.12062196376536,0.06989350687802,-0.81506844952202
