r_cg,z_cg,ur_les,uz_les,yw,nut
1.563057840600e-02,-1.032080613184e+01,8.950000000000e-03,-6.160000000000e-03,5.697511380908e-06,7.901189978412e-05
4.689160350497e-02,-1.032070605820e+01,2.225000000000e-02,-5.930000000000e-03,5.697511030128e-06,1.346575018027e-04
7.815223419314e-02,-1.032051596488e+01,3.495000000000e-02,-5.290000000000e-03,5.697511008208e-06,1.787519903038e-04
1.094122093579e-01,-1.032023585343e+01,4.668000000000e-02,-4.880000000000e-03,5.697511558913e-06,2.172801869891e-04
1.406712659503e-01,-1.031986572612e+01,5.825000000000e-02,-4.560000000000e-03,5.697511012826e-06,2.556340522996e-04
1.719291403454e-01,-1.031940558605e+01,6.996000000000e-02,-4.170000000000e-03,5.697510858623e-06,2.936181600455e-04
2.031855710442e-01,-1.031885543702e+01,8.091000000000e-02,-3.550000000000e-03,5.697511025405e-06,3.303433646448e-04
2.344402963083e-01,-1.031821528362e+01,9.159000000000e-02,-2.990000000000e-03,5.697511417017e-06,3.652996732874e-04
2.656930533366e-01,-1.031748513121e+01,1.026300000000e-01,-2.760000000000e-03,5.697511341581e-06,3.982680809866e-04
2.969435787799e-01,-1.031666498592e+01,1.144100000000e-01,-2.200000000000e-03,5.697511033730e-06,4.291669198887e-04
3.281916101026e-01,-1.031575485466e+01,1.259900000000e-01,-1.440000000000e-03,5.697510955925e-06,4.579820433651e-04
3.594368862666e-01,-1.031475474504e+01,1.376700000000e-01,-5.900000000000e-04,5.697511607694e-06,4.847364140198e-04
3.906791450959e-01,-1.031366466546e+01,1.487400000000e-01,6.200000000000e-04,5.697511533025e-06,5.094733258900e-04
4.219181224074e-01,-1.031248462519e+01,1.588500000000e-01,1.740000000000e-03,5.697510910071e-06,5.322453621462e-04
4.531535561027e-01,-1.031121463415e+01,1.686800000000e-01,2.740000000000e-03,5.697511146672e-06,5.531094968225e-04
4.843851852608e-01,-1.030985470301e+01,1.773200000000e-01,3.770000000000e-03,5.697511447490e-06,5.721478600483e-04
5.156464351128e-01,-1.030839307843e+01,1.867700000000e-01,4.720000000000e-03,5.722438965086e-06,5.899633320134e-04
5.469370329689e-01,-1.030682957599e+01,1.959100000000e-01,5.830000000000e-03,5.722438970771e-06,6.065793252162e-04
5.782230179604e-01,-1.030517577691e+01,2.032400000000e-01,7.080000000000e-03,5.722438877721e-06,6.215986918500e-04
6.095041262047e-01,-1.030343169506e+01,2.106500000000e-01,8.360000000000e-03,5.722438918699e-06,6.350792203852e-04
6.407800939137e-01,-1.030159734507e+01,2.165000000000e-01,9.590000000000e-03,5.722438861712e-06,6.470842963952e-04
