r_cg,z_cg,ur_les,uz_les,yw,nut
1.563057840600e-02,-1.032080613184e+01,1.300000000000e-03,-7.240000000000e-03,5.697511380908e-06,8.190804234242e-05
4.689160350497e-02,-1.032070605820e+01,1.739000000000e-02,-8.020000000000e-03,5.697511030128e-06,1.380598358553e-04
7.815223419314e-02,-1.032051596488e+01,3.594000000000e-02,-8.460000000000e-03,5.697511008208e-06,1.820784940808e-04
1.094122093579e-01,-1.032023585343e+01,5.524000000000e-02,-8.430000000000e-03,5.697511558913e-06,2.205942645203e-04
1.406712659503e-01,-1.031986572612e+01,7.413000000000e-02,-7.950000000000e-03,5.697511012826e-06,2.591044442225e-04
1.719291403454e-01,-1.031940558605e+01,9.214000000000e-02,-7.220000000000e-03,5.697510858623e-06,2.973695834080e-04
2.031855710442e-01,-1.031885543702e+01,1.090700000000e-01,-6.530000000000e-03,5.697511025405e-06,3.344715414666e-04
2.344402963083e-01,-1.031821528362e+01,1.261000000000e-01,-5.860000000000e-03,5.697511417017e-06,3.698862416407e-04
2.656930533366e-01,-1.031748513121e+01,1.421300000000e-01,-4.680000000000e-03,5.697511341581e-06,4.033873977440e-04
2.969435787799e-01,-1.031666498592e+01,1.572000000000e-01,-3.520000000000e-03,5.697511033730e-06,4.348888230451e-04
3.281916101026e-01,-1.031575485466e+01,1.716900000000e-01,-2.360000000000e-03,5.697510955925e-06,4.643731279779e-04
3.594368862666e-01,-1.031475474504e+01,1.853500000000e-01,-8.500000000000e-04,5.697511607694e-06,4.918607094804e-04
3.906791450959e-01,-1.031366466546e+01,1.978300000000e-01,5.800000000000e-04,5.697511533025e-06,5.173926962824e-04
4.219181224074e-01,-1.031248462519e+01,2.097800000000e-01,2.010000000000e-03,5.697510910071e-06,5.410200076397e-04
4.531535561027e-01,-1.031121463415e+01,2.212600000000e-01,3.520000000000e-03,5.697511146672e-06,5.627985587972e-04
4.843851852608e-01,-1.030985470301e+01,2.309700000000e-01,4.850000000000e-03,5.697511447490e-06,5.828097653226e-04
5.156464351128e-01,-1.030839307843e+01,2.409800000000e-01,6.030000000000e-03,5.722438965086e-06,6.016335691347e-04
5.469370329689e-01,-1.030682957599e+01,2.504300000000e-01,7.450000000000e-03,5.722438970771e-06,6.193079295332e-04
5.782230179604e-01,-1.030517577691e+01,2.583800000000e-01,8.710000000000e-03,5.722438877721e-06,6.354348304962e-04
6.095041262047e-01,-1.030343169506e+01,2.676300000000e-01,9.760000000000e-03,5.722438918699e-06,6.500707670981e-04
6.407800939137e-01,-1.030159734507e+01,2.756600000000e-01,1.113000000000e-02,5.722438861712e-06,6.632767075248e-04
6.720506573744e-01,-1.029967274234e+01,2.832100000000e-01,1.265000000000e-02,5.722438952044e-06,6.751132239506e-04
7.033155528666e-01,-1.029765790306e+01,2.901400000000e-01,1.441000000000e-02,5.722438899249e-06,6.856403333069e-04
1.563043719319e-02,-1.029579664758e+01,3.410000000000e-03,-3.784000000000e-02,2.500948425577e-02,1.481802141421e-03
4.689118320105e-02,-1.029567874653e+01,2.449000000000e-02,-3.992000000000e-02,2.502731167360e-02,1.288060609539e-03
7.345745167250e-01,-1.029555284417e+01,2.963700000000e-01,1.591000000000e-02,5.722439000369e-06,6.949179936161e-04
7.815154478319e-02,-1.029547310478e+01,4.521000000000e-02,-4.145000000000e-02,2.504286011530e-02,1.257731776361e-03
1.094112674375e-01,-1.029517972382e+01,6.648000000000e-02,-4.170000000000e-02,2.505612961885e-02,1.216478786039e-03
1.406700947743e-01,-1.029479860591e+01,8.733000000000e-02,-4.163000000000e-02,2.506712024168e-02,1.170372251573e-03
