r_cg,z_cg,ur_les,uz_les,yw,nut
1.250306230691e-01,-1.023169931092e+01,6.385000000000e-02,-1.023000000000e-01,9.981124422259e-02,6.844085535944e-03
3.750306310691e-01,-1.022580603095e+01,1.922200000000e-01,-8.937000000000e-02,9.987152868329e-02,4.914294638296e-03
6.250922797242e-01,-1.021400255559e+01,3.007100000000e-01,-6.410000000000e-02,9.999148019429e-02,4.121052614315e-03
8.750922877242e-01,-1.019628314901e+01,3.783400000000e-01,-3.425000000000e-02,1.001736504329e-01,3.765627840260e-03
1.260253177964e+00,-1.015499905233e+01,4.464600000000e-01,1.327000000000e-02,9.878056513071e-02,3.288660079683e-03
1.778907474218e+00,-1.007997626505e+01,4.670900000000e-01,6.090000000000e-02,9.871562162023e-02,2.681774921186e-03
1.250238188316e-01,-1.003134759870e+01,4.416000000000e-02,-2.842800000000e-01,3.005275685108e-01,4.445993581398e-03
3.750238268316e-01,-1.002533414712e+01,1.325100000000e-01,-2.631900000000e-01,3.007078259130e-01,3.281360603301e-03
6.250717775633e-01,-1.001328837890e+01,1.981000000000e-01,-2.077300000000e-01,3.010712666116e-01,2.288585032826e-03
8.750717855633e-01,-9.995205832814e+00,2.411600000000e-01,-1.517300000000e-01,3.016159758643e-01,1.600314520669e-03
2.293228193420e+00,-9.979451825813e+00,4.448800000000e-01,8.918000000000e-02,9.865563577105e-02,2.200954497042e-03
1.254626797519e+00,-9.954256611290e+00,2.672700000000e-01,-7.917000000000e-02,3.012319098877e-01,1.062951546569e-03
1.762052010098e+00,-9.879992029987e+00,2.664500000000e-01,-1.682000000000e-02,3.010399510405e-01,7.724195985530e-04
2.801962212796e+00,-9.853670634071e+00,4.022100000000e-01,1.057300000000e-01,9.860061652048e-02,1.848118339083e-03
1.250170145941e-01,-9.830995886473e+00,3.362000000000e-02,-4.128700000000e-01,5.008792808524e-01,3.054790953422e-03
3.750170225941e-01,-9.824862263296e+00,9.220000000000e-02,-3.761300000000e-01,5.011797098541e-01,2.248696633238e-03
6.250512754024e-01,-9.812574202203e+00,1.296200000000e-01,-2.973100000000e-01,5.017854443514e-01,1.288217309570e-03
8.750512834024e-01,-9.794128516617e+00,1.555700000000e-01,-2.228300000000e-01,5.026932931056e-01,6.890151150835e-04
2.265207837253e+00,-9.780843592922e+00,2.469300000000e-01,2.164000000000e-02,3.008626492215e-01,4.984650727089e-04
1.249000417074e+00,-9.753514170247e+00,1.638400000000e-01,-1.335700000000e-01,5.020531831447e-01,9.947518540461e-04
3.303870022513e+00,-9.702939127892e+00,3.572300000000e-01,1.160700000000e-01,9.855057225565e-02,1.581602643605e-03
1.745196545978e+00,-9.680007794927e+00,1.429500000000e-01,-5.388000000000e-02,5.017332517341e-01,1.227544403118e-03
2.762874700083e+00,-9.657051563485e+00,2.290500000000e-01,4.412000000000e-02,3.007000303930e-01,2.846353805703e-04
1.250102103566e-01,-9.630644174247e+00,2.291000000000e-02,-5.030300000000e-01,7.012309931947e-01,2.824429361600e-03
3.750102183566e-01,-9.624390379469e+00,6.248000000000e-02,-4.497800000000e-01,7.016515937978e-01,2.223308046740e-03
6.250307732415e-01,-9.611860025509e+00,8.578000000000e-02,-3.555300000000e-01,7.024996220940e-01,1.376170982026e-03
8.750307812415e-01,-9.593051200420e+00,1.004500000000e-01,-2.689300000000e-01,7.037706103478e-01,4.780036267414e-04
2.237187481085e+00,-9.582235360032e+00,1.172400000000e-01,-1.855000000000e-02,5.014377487024e-01,1.249686534480e-03
1.243374036628e+00,-9.552771729204e+00,9.809000000000e-02,-1.618100000000e-01,7.028744564025e-01,3.752637245414e-04
3.797728741865e+00,-9.527624538311e+00,3.117100000000e-01,1.181200000000e-01,9.850551063554e-02,1.377614916800e-03
3.253846324350e+00,-9.508915941917e+00,2.175500000000e-01,6.106000000000e-02,3.005521184695e-01,1.589260834232e-04
1.728341081859e+00,-9.480023559866e+00,7.527000000000e-02,-7.211000000000e-02,7.024265524281e-01,6.390558799976e-04
2.723787187370e+00,-9.460432492900e+00,1.009400000000e-01,-2.620000000000e-03,5.011667173217e-01,1.170213174332e-03
1.250034061190e-01,-9.430292462022e+00,1.528000000000e-02,-5.647000000000e-01,9.015827055354e-01,2.799069975180e-03
3.750034141190e-01,-9.423918495642e+00,4.270000000000e-02,-4.990400000000e-01,9.021234777394e-01,2.357231220206e-03
6.250102710806e-01,-9.411145848814e+00,5.685000000000e-02,-3.926500000000e-01,9.032137998349e-01,1.667639489885e-03
8.750102790806e-01,-9.391973884222e+00,6.330000000000e-02,-2.944900000000e-01,9.048479275906e-01,8.088556837211e-04
2.209167124917e+00,-9.383627127140e+00,5.571000000000e-02,-3.650000000000e-02,7.020128481837e-01,6.409696327189e-04
1.237747656183e+00,-9.352029288160e+00,6.129000000000e-02,-1.755600000000e-01,9.022597997604e-01,1.213412939376e-04
3.736932661165e+00,-9.336795738997e+00,2.108900000000e-01,7.392000000000e-02,3.004189352732e-01,1.437062858632e-04
4.282335101084e+00,-9.328153994144e+00,2.726200000000e-01,1.197300000000e-01,9.846543851442e-02,1.222101425505e-03
3.203822626187e+00,-9.314892755942e+00,9.623000000000e-02,9.130000000000e-03,5.009201974492e-01,1.055794845280e-03
1.711485617739e+00,-9.280039324805e+00,4.220000000000e-02,-8.210000000000e-02,9.016829109684e-01,2.022116368224e-04
2.684699674656e+00,-9.263813422314e+00,4.539000000000e-02,-2.010000000000e-02,7.016334042506e-01,6.223262802563e-04
1.250000040003e-01,-9.212031017282e+00,1.064000000000e-02,-6.116100000000e-01,1.119844150271e+00,2.835012445938e-03
3.750000120003e-01,-9.205757816406e+00,2.925000000000e-02,-5.347500000000e-01,1.120284156972e+00,2.515587759654e-03
6.250000200001e-01,-9.193186367975e+00,3.902000000000e-02,-4.214900000000e-01,1.121173280648e+00,1.922371678879e-03
2.181146768750e+00,-9.185018894249e+00,3.145000000000e-02,-4.379000000000e-02,9.011500694185e-01,1.693659949089e-04
8.750000280001e-01,-9.174316671991e+00,4.090000000000e-02,-3.105800000000e-01,1.122505139800e+00,1.074029793906e-03
3.676136580465e+00,-9.145966939684e+00,9.795000000000e-02,2.158000000000e-02,5.006982254553e-01,9.372509046696e-04
4.210962773799e+00,-9.141108105388e+00,2.050600000000e-01,8.648000000000e-02,3.003005005090e-01,1.796037350696e-04
1.232281366745e+00,-9.135188369670e+00,3.679000000000e-02,-1.811800000000e-01,1.119168988583e+00,2.621294824419e-04
3.153798928024e+00,-9.120869569966e+00,4.584000000000e-02,-1.607000000000e-02,7.012882764290e-01,5.896655327876e-04
4.756508376559e+00,-9.105013479695e+00,2.367300000000e-01,1.168000000000e-01,9.843036191817e-02,1.102516858613e-03
2.645612161943e+00,-9.067194351727e+00,2.664000000000e-02,-2.775000000000e-02,9.006613534441e-01,1.756878347822e-04
1.695142224236e+00,-9.064676635221e+00,2.412000000000e-02,-8.933000000000e-02,1.117658990465e+00,5.253673361247e-05
