r_cg,z_cg,ur_les,uz_les,yw,nut
1.563057840600e-02,-1.032080613184e+01,3.430000000000e-03,-5.780000000000e-03,1.249904462300e-02,8.074975386529e-05
4.689160350497e-02,-1.032070605820e+01,1.618000000000e-02,-6.170000000000e-03,1.250795837825e-02,1.367559144537e-04
7.815223419314e-02,-1.032051596488e+01,3.005000000000e-02,-6.540000000000e-03,1.251573270613e-02,1.808610029464e-04
1.094122093579e-01,-1.032023585343e+01,4.449000000000e-02,-6.150000000000e-03,1.252236759253e-02,2.194288868514e-04
1.406712659503e-01,-1.031986572612e+01,5.809000000000e-02,-5.460000000000e-03,1.252786309715e-02,2.579156106942e-04
1.719291403454e-01,-1.031940558605e+01,7.145000000000e-02,-4.930000000000e-03,1.253221924751e-02,2.961003790463e-04
2.031855710442e-01,-1.031885543702e+01,8.410000000000e-02,-4.350000000000e-03,1.253543609230e-02,3.330765810083e-04
2.344402963083e-01,-1.031821528362e+01,9.691000000000e-02,-3.920000000000e-03,1.253751368206e-02,3.683256731752e-04
2.656930533366e-01,-1.031748513121e+01,1.093700000000e-01,-3.230000000000e-03,1.253845209256e-02,4.016243485466e-04
2.969435787799e-01,-1.031666498592e+01,1.211800000000e-01,-2.380000000000e-03,1.253825141082e-02,4.328884224608e-04
3.281916101026e-01,-1.031575485466e+01,1.326100000000e-01,-1.230000000000e-03,1.253691174354e-02,4.621020719446e-04
3.594368862666e-01,-1.031475474504e+01,1.432600000000e-01,-4.200000000000e-04,1.253443310902e-02,4.892870303540e-04
3.906791450959e-01,-1.031366466546e+01,1.541500000000e-01,2.400000000000e-04,1.253081564957e-02,5.144856210591e-04
4.219181224074e-01,-1.031248462519e+01,1.649300000000e-01,1.240000000000e-03,1.252605953640e-02,5.377497466939e-04
4.531535561027e-01,-1.031121463415e+01,1.751600000000e-01,2.200000000000e-03,1.252016486983e-02,5.591360109053e-04
4.843851852608e-01,-1.030985470301e+01,1.846900000000e-01,2.900000000000e-03,1.251313171474e-02,5.787263652968e-04
5.156464351128e-01,-1.030839307843e+01,1.954700000000e-01,3.820000000000e-03,1.251500756135e-02,5.971115522929e-04
5.469370329689e-01,-1.030682957599e+01,2.063800000000e-01,5.140000000000e-03,1.252583990796e-02,6.143234427892e-04
5.782230179604e-01,-1.030517577691e+01,2.154700000000e-01,6.680000000000e-03,1.253552932949e-02,6.299641281825e-04
6.095041262047e-01,-1.030343169506e+01,2.244600000000e-01,8.220000000000e-03,1.254407598107e-02,6.440907882935e-04
6.407800939137e-01,-1.030159734507e+01,2.318600000000e-01,9.570000000000e-03,1.255148005364e-02,6.567655280387e-04
6.720506573744e-01,-1.029967274234e+01,2.392400000000e-01,1.080000000000e-02,1.255774173515e-02,6.680498560159e-04
7.033155528666e-01,-1.029765790306e+01,2.467400000000e-01,1.198000000000e-02,1.256286121946e-02,6.780045907971e-04
1.563043719319e-02,-1.029579664758e+01,5.210000000000e-03,-3.302000000000e-02,3.751422638367e-02,1.480145853657e-03
4.689118320105e-02,-1.029567874653e+01,2.337000000000e-02,-3.321000000000e-02,3.754096751041e-02,1.292986575915e-03
7.345745167250e-01,-1.029555284417e+01,2.540500000000e-01,1.331000000000e-02,1.256683872386e-02,6.866904533308e-04
7.815154478319e-02,-1.029547310478e+01,4.114000000000e-02,-3.411000000000e-02,3.756429017298e-02,1.262788176953e-03
1.094112674375e-01,-1.029517972382e+01,5.922000000000e-02,-3.345000000000e-02,3.758419442831e-02,1.220949988042e-03
1.406700947743e-01,-1.029479860591e+01,7.749000000000e-02,-3.220000000000e-02,3.760068036257e-02,1.173893551493e-03
1.719277698430e-01,-1.029432975403e+01,9.542000000000e-02,-3.111000000000e-02,3.761374809103e-02,1.125930009681e-03
2.031840377646e-01,-1.029377317190e+01,1.129100000000e-01,-2.985000000000e-02,3.762339775698e-02,1.078737440608e-03
7.658272853794e-01,-1.029335758339e+01,2.598100000000e-01,1.488000000000e-02,1.256967446900e-02,6.941684639406e-04
2.344386434271e-01,-1.029312886399e+01,1.300000000000e-01,-2.895000000000e-02,3.762962953250e-02,1.033082062001e-03
2.656913306825e-01,-1.029239683552e+01,1.463800000000e-01,-2.716000000000e-02,3.763244361958e-02,9.891755071153e-04
2.969418428488e-01,-1.029157709248e+01,1.615700000000e-01,-2.512000000000e-02,3.763184025027e-02,9.469892720517e-04
7.970735950515e-01,-1.029107213922e+01,2.645800000000e-01,1.619000000000e-02,1.257136868244e-02,7.005002326050e-04
3.281899240367e-01,-1.029066964159e+01,1.766100000000e-01,-2.332000000000e-02,3.762781968560e-02,9.064170144992e-04
3.594353198168e-01,-1.028967449028e+01,1.916900000000e-01,-2.233000000000e-02,3.762038221461e-02,8.673299158723e-04
8.283131823062e-01,-1.028869653091e+01,2.694000000000e-01,1.750000000000e-02,1.257192161692e-02,7.057484205222e-04
3.906777746504e-01,-1.028859164673e+01,2.070500000000e-01,-2.187000000000e-02,3.760952815756e-02,8.295973492869e-04
4.219170310427e-01,-1.028742111997e+01,2.226400000000e-01,-2.039000000000e-02,3.759525786788e-02,7.931174135678e-04
8.595457838411e-01,-1.028623077848e+01,2.742500000000e-01,1.880000000000e-02,1.257133352430e-02,7.099777330150e-04
4.531528335305e-01,-1.028616291968e+01,2.379200000000e-01,-1.889000000000e-02,3.757757172710e-02,7.578905678567e-04
4.843849277985e-01,-1.028481705625e+01,2.529100000000e-01,-1.785000000000e-02,3.755647014585e-02,7.235952563557e-04
8.907711361664e-01,-1.028367490275e+01,2.775200000000e-01,1.996000000000e-02,1.256960466962e-02,7.132576830671e-04
